text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
ńēlme	ньелме	ńēlme	ńēlum	N-sn3		142	1	2	obj				I was persuaded there by a man separating his tongue from speaking animals (?).										
χuli	хули	xuli	xuli	Vmpp--i	Vmip3s	142	2	7	advcl	nsubj													
ńēlməŋ	ньелмын	ńēlməŋ	ńēlməŋ	A		142	3	4	amod														
ūj	уй	ūj	ūj	N-sn		142	4	2	obl					1									
χum	хум	xum	xum	N-sn		142	5	7	obl														
tot	тот	tot	tot	Pr		142	6	7	advmod														
luji̮ɣtāntwesᵘm.	луигтантвесым.	lujiɣtāntwesum	lujiɣtānti	Vmia1s-p		142	7	0	root					1									
																							
jaɣᵘm	ягым	jaɣum	jaɣ	N-sn1		143	1	3	nsubj				The opening of the four-cornered treasure chest filled by my father becomes wide.										
χum	хум	xum	xum	N-sn		143	2	1	nmod														
pońɣətālᵘm	поньгыталым	pońɣətālum	pońɣətāli	Vmpa--m		143	3	6	acl					1									
ńila	нила	ńila	ńila	Ml		144	4	5	nummod														
sāmpa	сампа	sāmpa	sāmpa	A		144	5	6	amod														
saraχ sūntaχ	сарах сунтах	sarax-sūntax	sarax-sūntax	N-sn		144	6	7	nmod	poss				1									
sūnte	сунте	sūnte	sūnt	N-sn3		144	7	8	obj														
lōśχats.	лошхатс.	lōśxats	lōśxati	Vmia3s		144	8	0	root					1									
																							
jāpak	йапак	jāpak	jāpak	N-sn		145	1	2	nmod				My powerful, silk-buttoned prince dresses himself to throat-mouth.										
kēŋnpa	кеннпа	kēŋnpa	kēŋpa	A		145	2	4	amod														
wāɣəŋ	вагын	wāɣəŋ	wāɣəŋ	A	Vmpp--a	145	3	4	amod														
ōtərᵘm	втырым	ōtərum	ōtər	N-sn1		145	4	7	nsubj					1									
tōχ-	тох-	tōx-	tōx	N-sn		145	5	6	nmod														
sūntnə	сунтны	sūntnə	sūnt	N-sd		145	6	7	obl	lat													
taɣili̮ɣlaχti	тагилиглахти	taɣiliɣlaxti	taɣiliɣlaxti	Vmip3s		145	7	0	root					1									
																							
ńań-	нянь-	ńań-	ńań	N-sn		146	1	3	nmod				I buttoned myself proudly only in the manner of bread.										
kēm	кем	kēm	kēm	S		146	2	1	case														
kēŋn	кенн	kēŋn	kēŋən	N-sd		146	3	6	obl														
jorn	йорн	jorn	jorn	A		146	4	6	advmod					1									
ness	несс	ness	ness	R		146	5	6	advmod														
taɣili̮ɣtaχtasᵘm.	тагилигтахтасым.	taɣiliɣtaxtasum	taɣiliɣlaxti	Vmia1s		146	6	0	root					1									
																							
ńila	нила	ńila	ńila	Ml		147	1	2	nummod				We are put to conversion by the Four-Cornered Gold.										
sāmpa	сампа	sāmpa	sāmpa	A		147	2	4	amod														
sōlat	солат	sōlat	sōlat	N-sn		147	3	2	nmod														
pērnal	пернал	pērnal	pērna	N-si		147	4	6	obl					1									
χum	хум	xum	xum	N-sn		147	5	6	nsubj														
punawem.	пунавем.	punawem	puni	Vmip1s-p		147	6	0	root					1									
																							
jaɣ	яг	jaɣ	jaɣ	N-sn		148	1	2	nsubj				The rich progeny (?) built by our fathers is what remains in the heavens (?) for thousands of years.										
ūnttəlᵘm	унттылым	ūnttəlum	ūntti	Vmpa--m		148	2	12	acl	nsubj													
ńawər-	нявыр-	ńawər-	ńawər	N-sn		148	3	4	nmod														
wōj	вой	wōj	wōj	N-sn		148	4	5	nmod														
śuńəŋ	шуньын	śuńəŋ	śuńəŋ	A		148	5	2	amod														
kiwər	кивыр	kiwər	kiwər	S		148	6	5	case					1									
tōrᵘm	торым	tōrum	tōrum	N-sn		148	7	9	nmod														
sōtrəŋ	свтрын	sōtrəŋ	sōtrəŋ	A		148	8	9	nummod														
χotal	хотал	xotal	xotal	N-sn		148	9	12	obl														
kāstəl	кастыл	kāstəl	kāstəl	S		148	10	9	case														
ti	ти	ti	ti	Pd		148	11	12	det														
χūľtəs.	хультыс.	xūľtəs	xūľti	Vmpa--s		148	12	0	root														
