text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc	pic_desc
bo+	бо+	bo	bo	C		197	2	1	cc															
dela+	дела+	dela	delo	Nnpnn		197	3	1	obj															
tvoja.	твоꙗ.	tvoja	tvoi	Anpny		197	4	3	amod	poss														
dobra	добра	dobra	dobъr	Anpnn		197	5	3	amod					1										
i+	и+	i	i	C		197	6	8	cc															
velike	велике	velike	velik	Afpnn		197	7	8	amod															
xitrosti+	хитрости+	xitrosti	xitrost	Nfpnn		197	8	3	conj															
tvvoe	тввое	tvvoe	tvoi	Afpny		197	9	8	amod	poss				1										
																								
i+	и+	i	i	C		198	1	2	cc				ʺAnd I saw the heavens, decorated and strengthened by your hand.ʺ											
vděxь+	вдѣхь+	vděxъ	vidja	Vmia1si		198	2	0	root															
nnbsa.	ннбса.	nnbsa	nebe	Nnpnn		198	3	2	obj															
ukrašena+	ꙋкрашена+	ukrašena	ukrasja	Vmpa-pe	Anpnn	198	4	3	acl															
i+	и+	i	i	C		198	5	6	cc															
ut_vrьždena	ꙋт_врьждена	utvrъždena	utvъrdja	Vmpa-pe	Anpnn	198	6	4	conj					1										
wt+	ѿ+	ot	ot	Sg		198	7	8	case															
ruku+	рꙋкꙋ+	ruku	rъka	Nfdnn		198	8	4	obl															
tvoeju	твоею	tvoeju	tvoi	Afsin		198	9	8	amod	poss				1										
																								
i+	и+	i	i	C		199	1	2	cc				ʺAnd I saw the shiny sun and moon shining.ʺ											
vděxь.	вдѣхь.	vděxъ	vidja	Vmia1si		199	2	0	root															
slnce+	слнце+	slnce	slъnce	Nnsnn		199	3	4	obj															
prěsvě`tlo	прѣсвѣ̀тло	prěsvětlo	presvětъl	Ansnn		199	4	2	amod					1										
i+	и+	i	i	C		199	5	6	cc															
mscь	мсць	mscъ	mesec	Nmsnn		199	6	3	conj															
sïjajušte.	сїꙗюще.	sijajušte	sijaja	Ansnn	Vmpp-sia	199	7	3	advmod															
																								
i+	и+	i	i	C		200	1	2	cc				ʺAnd I saw the decorated stars and the blowing wind.ʺ											
vděxь+	вдѣхь+	vděxъ	vidja	Vmia1si		200	2	0	root															
zvě_zde+	звѣ_зде+	zvězde	zvezda	Nfpnn		200	3	2	obj					1										
ukrašene	ꙋкрашене	ukrašene	ukrasja	Afpnn		200	4	3	amod															
i+	и+	i	i	C		200	5	6	cc															
vitrь+	витрь+	vitrъ	větъr	Nmsnn		200	6	3	conj															
viju_šti.	вию_щи.	vijušti	veja	Amsny	Vmpp-sia	200	7	6	amod					1										
																								
i+	и+	i	i	C		201	1	2	cc				ʺAnd I saw your power.ʺ											
vděxь	вдѣхь	vděxъ	vidja	Vmia1si		201	2	0	root															
siljù+	силю̀+	silju	sila	Nfsan		201	3	2	obj															
tvoju.	твою.	tvoju	tvoi	Afsay		201	4	3	amod	poss														
																								
i	и	i	i	C		202	1	4	cc				ʺAnd that is why I came to you.ʺ	1										
tgo+	тго+	tgo	toi	Pd-msg		202	2	4	obl															
rad+	рад+	rad	radi	Sg		202	3	2	case															
pridox+	придох+	pridox	priida	Vmia1se		202	4	0	root															
k+	к+	k	k	Sd		202	5	6	case															
tebě`.	тебѣ̀.	tebě	ty	Pp2-sd		202	6	4	obl	iobj														
																								
egda	егда	egda	egda	Pr		203	1	2	mark				ʺIf (?) you will want me to be with you staunchly, after some time thousands of (angelic) ranks will come to be here with you.ʺ	1										
xošteši.	хощеши.	xošteši	xotěti	Vmip2si		203	2	13	advcl															
da+	да+	da	da	C		203	3	4	mark															
budú+	бꙋдꙋ́+	budu	bъda	Vmip1se		203	4	2	advcl															
s+	с+	s	s	Si		203	5	6	case															
tobò_mь	тобо̀_мь	tobomъ	ty	Pp2-si		203	6	4	obl					1										
newtstupno.	неѿстꙋпно.	neotstupno	neotstǫpьno	R		203	7	4	advmod															
a+	а+	a	a	C		203	8	13	cc															
po+	по+	po	po	Sd		203	9	11	case															
malu	малꙋ	malu	malo	R	Ansdn	203	10	11	amod					1										
vrěmene.	врѣмене.	vrěmene	vreme	Nnsgn		203	11	13	obl															
vsi+	вси+	vsi	vse	Ampnn		203	12	14	amod	det														
pridútь+	придꙋ́ть+	pridutъ	priida	Vmip3pe		203	13	0	root															
čino_ve+	чино_ве+	činove	čin	Nmpnn		203	14	13	nsubj					1										
xilïjadь	хилїꙗдь	xilijadъ	xiljada	Nfpgn		203	15	14	nummod															
biti+	бити+	biti	sъm	Vmn---i		203	16	13	advcl															
s+	с+	s	s	Si		203	17	18	case															
toboju	тобою	toboju	ty	Pp2-si		203	18	16	obl					1										
ẅvde.	ѡ̈вде.	ẅvde	ovde	Pr		203	19	16	advmod															
																								
togda+	тогда+	togda	togda	Pr		204	1	3	advmod				Then, Satanael said to his servants:											
satanailь+	сатанаиль+	satanailъ	Satanail	Nmsny		204	2	3	nsubj															
rče	рче	rče	reka	Vmia3se		204	3	0	root					1										
slúgamь	слꙋ́гамь	slugamъ	sluga	Nfpdy		204	4	3	obl	iobj														
svoimь.	своимь.	svoimъ	svoi	Afpdy		204	5	4	amod	poss														
																								
rduite	рдꙋите	rduite	radvam	Vmm-2pi		205	1	0	root				ʺRejoice today, my minions!ʺ	1										
se+	се+	se	se	Px---a		205	2	1	expl															
dnsь+	днсь+	dnsъ	dnes	R		205	3	1	advmod															
slúge+	слꙋ́ге+	sluge	sluga	Nfpny		205	4	1	vocative															
moe.	мое.	moe	moi	Afpny		205	5	4	amod	poss														
																								
i+	и+	i	i	C		206	1	2	cc				ʺAnd rejoice (with?) angels!ʺ											
vseli_te+	всели_те+	vselite	veselja	Vmm-2pi		206	2	0	root					1										
se+	се+	se	se	Px---a		206	3	2	expl															
angglьmi+	анггльми+	angglъmi	angel	Nmpiy		206	4	2	obl															
																								
rduite+	рдꙋите+	rduite	radvam	Vmm-2pi		207	1	0	root				ʺRejoice!ʺ											
se	се	se	se	Px---a		207	2	1	expl					2										
																								
i+	и+	i	i	C		208	1	2	cc		48v	/img/satan/48v.JPG	ʺAnd rejoice (you too), my throne!ʺ											
veseli+	весели+	veseli	veselja	Vmm-2si		208	2	0	root															
se+	се+	se	se	Px---a		208	3	2	expl															
prěstole+	прѣстоле+	prěstole	prestol	Nmsvn		208	4	2	vocative															
moi	мои	moi	moi	Amsny		208	5	4	amod	poss				1										
																								
vseli+	всели+	vseli	veselja	Vmm-2si		209	1	0	root				ʺYou too, rejoice, my realm!ʺ											
se+	се+	se	se	Px---a		209	2	1	expl															
i+	и+	i	i	C		209	3	4	amod															
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	209	4	1	nsubj															
drьžavo+	дрьжаво+	drъžavo	dъržava	Nfsvn		209	5	4	vocative															
mo_ja.	мо_ꙗ.	moja	moi	Afsny		209	6	5	amod	poss				1										
																								
egda+	егда+	egda	egda	Pr		210	1	4	mark				ʺFor if (?) Michael came to us and said all (in) truth,ʺ			Punčo: <i>zašto doide Mixailь pri nasь ta ni va istinu pravo kaza če xočatь svi+te angelski činove da doidatь pri nasь</i>								
bo+	бо+	bo	bo	C		210	2	16	cc															
mixàilò+	михàило̀+	mixailo	Mixail	Nmsoy		210	3	4	nsubj															
pride	приде	pride	priida	Vmia3se		210	4	16	advcl					1										
kь	кь	kъ	k	Sd		210	5	6	case															
namь.	намь.	namъ	nie	Pp1-pd		210	6	4	obl															
i+	и+	i	i	C		210	7	10	cc															
vsú+	всꙋ́+	vsu	vse	Afsan		210	8	9	amod															
istinu+	истинꙋ+	istinu	istina	Nfsan		210	9	10	obj															
i_zrče+	и_зрче+	izrče	izreka	Vmia3se		210	10	4	conj					1										
namь.	намь.	namъ	nie	Pp1-pd		210	11	10	obl	iobj														
jako+	ꙗко+	jako	jako (2)	C		210	12	16	discourse				ʺall the forces (?) will (?) come to us.ʺ			Either <i>jako</i> or <i>egda</i> is breaking the syntax of the sentence.								
vse+	все+	vse	vse	Afpnn		210	13	14	amod	det														
vlasti	власти	vlasti	vlast	Nfpnn		210	14	16	nsubj					1										
xotě+	хотѣ+	xotě	xotěti	Vaia3si		210	15	16	aux	fut						Likely from *<i>xotętъ</i>?								
priti.	прити.	priti	priida	Vmn---i		210	16	0	root															
k+	к+	k	k	Sd		210	17	18	case															
namь+	намь+	namъ	nie	Pp1-pd		210	18	16	obl															
																								
i+	и+	i	i	C		211	1	2	cc				And Satanael said to Michael:											
rče+	рче+	rče	reka	Vmia3se		211	2	0	root					1										
satanailь.	сатанаиль.	satanailъ	Satanail	Nmsny		211	3	2	nsubj															
kь+	кь+	kъ	k	Sd		211	4	5	case															
mìxàilù	мѝхàилꙋ̀	mixailu	Mixail	Nmsdy		211	5	2	obl	iobj				1										
																								
radui+	радꙋи+	radui	radvam	Vmm-2si		212	1	0	root				ʺRejoice too, o beautiful Michael, you shining star!ʺ											
se+	се+	se	se	Px---a		212	2	1	expl															
i+	и+	i	i	C		212	3	4	amod															
ti,	ти,	ti	ty	Pp2-sd	Pp2-sn	212	4	1	nsubj															
prikrasni+	прикрасни+	prikrasni	prekrasen	Amsny		212	5	6	amod															
mi_xaile+	ми_хаиле+	mixaile	Mixail	Nmsvy		212	6	1	vocative					1										
zvězdo,	звѣздо,	zvězdo	zvezda	Nfsvn		212	7	6	appos															
svě`tla+	свѣ̀тла+	světla	světъl	Afsnn		212	8	7	amod															
																								
vь	вь	vъ	v	Sa		213	1	2	case				ʺI will make you second to my power.ʺ	1										
*v*go+	·в·го+	*v*go	vtori	Amsgy	Mc	213	2	4	obl	pred														
te	те	te	ty	Pp2-sa		213	3	4	obj															
sьtvoru	сьтворꙋ	sъtvoru	sъtvorja	Vmip1se		213	4	0	root															
moei	моеи	moei	moi	Afsdy		213	5	6	amod					1										
silě.	силѣ.	silě	sila	Nfsdn		213	6	2	nmod															
																								
i+	и+	i	i	C		214	1	2	cc				And he commanded to place Michael on a second throne.											
povele+	повеле+	povele	povelja	Vmia3se		214	2	0	root															
postavi_ti+	постави_ти+	postaviti	postavja	Vmn---e		214	3	2	advcl					1										
mixailà	михаилà	mixaila	Mixail	Nmsgy		214	4	3	obj															
na	на	na	na	Sl		214	5	7	case															
*v*romь+	·в·ромь+	*v*romъ	vtori	Amsin	Mc	214	6	7	amod															
prěstole	прѣстоле	prěstole	prestol	Nmsln		214	7	3	obl	loc				1										
																								
sděštim+	сдѣщим+	sděštim	sedja	Vmpp-sia	Ampdy	215	1	10	advcl				As they were sitting and holding hands,									6	Dragon Lake	
nima.	нима.	nima	tě	Pp3-dd		215	2	1	nsubj															
i+	и+	i	i	C		215	3	4	cc															
drь_žeštima+	дрь_жещима+	drъžeštima	dъrža	Vmpp-dia	Amddy	215	4	1	conj					1										
za+	за+	za	za	Sa		215	5	6	case															
ruke.	рꙋке.	ruke	rъka	Nfdnn		215	6	4	obl															
i+	и+	i	i	C		215	7	10	cc				by the command of God, the gates of sun opened.											
povele_nïemь+	повеле_нїемь+	poveleniemъ	povelenie	Nnsin		215	8	10	obl					1										
bžimь.	бжимь.	bžimъ	božii	Amsiy		215	9	8	amod	poss														
wtvrьze+	ѿврьзе+	otvrъze	otvъrža	Vmia3se		215	10	0	root															
se	се	se	se	Px---a		215	11	10	expl					1										
slncu+	слнцꙋ+	slncu	slъnce	Nnsdn		215	12	13	nmod															
vrata.	врата.	vrata	vrata	Nnpnn		215	13	10	nsubj															
																								
i+	и+	i	i	C		216	1	2	cc				And the sun gave more warmth, burning and roasting.											
prigrïja	пригрїꙗ	prigrija	prigreja	Vmia3se		216	2	0	root															
slь_ncè	сль_нцѐ	slъnce	slъnce	Nnsnn		216	3	2	nsubj					1										
gorěšte	горѣще	gorěšte	gorja	Vmpp-sia	Ansnn	216	4	3	amod															
i+	и+	i	i	C		216	5	6	cc															
žegomo.	жегомо.	žegomo	žešti	Vmpp-si	Ansnn	216	6	4	conj	pass						The passive ending does not really make sense for 'sun'.								
																								
i+	и+	i	i	C		217	1	3	cc				And it began to burn hills.											
poče_še+	поче_ше+	počeše	počna	Vmii3se		217	2	3	aux					1		Imperfect ending on an aorist?								
gorěti+	горѣти+	gorěti	gorja	Vmn---i		217	3	0	root															
xlь`mi,	хль̀ми,	xlъmi	xъlm	Nmpnn		217	4	3	obj															
																								
i+	и+	i	i	C		218	1	3	cc				And the land was filled with smoke, and the heavens of Antichrist (too).											
zemljà	землꙗ̀	zemlja	zemlja	Nfsnn		218	2	3	nsubj					2										
zadimi+	задими+	zadimi	zadimja	Vmia3se		218	3	0	root		49r	/img/satan/49r.JPG												
se+	се+	se	se	Px---a		218	4	3	expl															
zě`lo.	зѣ̀ло.	zělo	zělo	R		218	5	3	advmod															
i+	и+	i	i	C		218	6	7	cc															
nbsa+	нбса+	nbsa	nebe	Nnpnn		218	7	2	conj															
antixrь_stova.	антихрь_стова.	antixrъstova	Antixristov	Anpnn		218	8	7	amod	poss				1										
																								
i+	и+	i	i	C		219	1	2	cc				And all his servants were filled with smoke by the burning of the sun.											
zadimiše+	задимише+	zadimiše	zadimja	Vmii3se		219	2	0	root															
s[e]+	с[е]+	se	se	Px---a		219	3	2	expl															
vse+	все+	vse	vse	Afpnn		219	4	5	amod	det														
slùge	слꙋ̀ге	sluge	sluga	Nfpny		219	5	2	nsubj					1										
ego+	его+	ego	toi	Pp3msg		219	6	5	nmod	poss														
wt+	ѿ+	ot	ot	Sg		219	7	8	case															
gorěnïa.	горѣнїа.	gorěnia	gorenie	Nnsgn		219	8	2	obl															
slnčanago+	слнчанаго+	slnčanago	slъnečen	Amsgy		219	9	8	amod															
																								
leža_xu+	лежа_хꙋ+	ležaxu	leža	Vmii3pi		220	1	0	root				They were lying on the ground as dead.	1										
jako+	ꙗко+	jako	jako (2)	C		220	2	3	mark															
mrьtvi+	мрьтви+	mrъtvi	mъrtъv	Ampnn		220	3	1	advcl															
na+	на+	na	na	Sl		220	4	5	case															
zemlì.	землѝ.	zemli	zemlja	Nfsdn		220	5	1	obl	loc														
																								
i+	и+	i	i	C		221	1	3	cc				And Antichrist was shoved down.			Punčo: <i>i antixrisь se saštisa ali nikakvo ne duma če go e sramь ot arxistratiga mixaila</i>								
anti_xrьsь+	анти_хрьсь+	antixrъsъ	Antixrist	Nmsnn		221	2	3	nsubj					1										
smete+	смете+	smete	smeta	Vmia3se		221	3	0	root															
se,	се,	se	se	Px---a		221	4	3	expl															
																								
na+	на+	na	na	Sa		222	1	2	case				He did not dare to tell Michael (about) the burning (?)			< *<i>Mixaila radi</i> or iobj construction ?								
mixàila	михàила	mixaila	Mixail	Nmsgy		222	2	6	obl	iobj				1										
rad+	рад+	rad	rad	Amsnn		222	3	6	obl	pred														
ne+	не+	ne	ne	Qz		222	4	6	advmod															
smeše+	смеше+	smeše	smeja	Vaii3si		222	5	6	aux															
povedeti+	поведети+	povedeti	povědati	Vmn---e		222	6	0	root															
gorě_nïja.	горѣ_нїꙗ.	gorěnija	gorenie	Nnsgn		222	7	6	obj					1										
																								
na	на	na	na	Sa		223	1	2	case				Michael saw a sign in the heavens.											
ss_bě`	сс_бѣ̀	ssbě	nebe	Nnsln		223	2	4	obl	loc														
mixàilo+	михàило+	mixailo	Mixail	Nmsoy		223	3	4	nsubj															
videše	видеше	videše	vidja	Vmii3si		223	4	0	root					1										
znamenïe	знаменїе	znamenie	znamenie	Nnsnn		223	5	4	obj															
																								
pokrivaše+	покриваше+	pokrivaše	pokrivam	Vmii3si		224	1	0	root				It was covering him by an invisible cloud.											
ego.	его.	ego	toi	Pp3msg		224	2	1	obj															
ẅbla_komь.	ѡ̈бла_комь.	ẅblakomъ	oblak	Nmsin		224	3	1	obl					1										
ne+	не+	ne	ne	Qz		224	4	5	advmod															
vdimo	вдимо	vdimo	vidja	R	Vmpp-si	224	5	1	advmod															
																								
i+	и+	i	i	C		225	1	2	cc				And Michael said:											
rče+	рче+	rče	reka	Vmia3se		225	2	0	root															
mixaílo	михаи́ло	mixailo	Mixail	Nmsoy		225	3	2	nsubj					1										
																								
ẅ+	ѡ̈+	ẅ	o	I		226	1	2	discourse				ʺO son (?), what should we do?ʺ											
sne+	сне+	sne	sin	Nmsvy		226	2	5	vocative							< *<i>silne</i> ?								
čto+	что+	čto	čto	Pq		226	3	5	obj															
da+	да+	da	da	C		226	4	5	aux	opt														
sьtvorimo	сьтворимо	sъtvorimo	sъtvorja	Vmip1pe		226	5	0	root					1										
																								
jako+	ꙗко+	jako	jako (2)	C		227	1	3	cc				ʺFor the sun is hot and burning us.ʺ											
slnce+	слнце+	slnce	slъnce	Nnsnn		227	2	3	nsubj															
goruće	горꙋће	goruće	gorešt	Ansnn		227	3	0	root															
jes.	ѥс.	jes	sъm	Vmip3si		227	4	3	cop															
i+	и+	i	i	C		227	5	6	cc															
žegu_šte+	жегꙋ_ще+	žegušte	žešti	Ansnn	Vmpp-sia	227	6	3	conj					1										
nsь+	нсь+	nsъ	nie	Pp1-pg		227	7	6	obj															
																								
i+	и+	i	i	C		228	1	3	cc				ʺAnd the land is smoking by the great burn.ʺ											
zemljà+	землꙗ̀+	zemlja	zemlja	Nfsnn		228	2	3	nsubj															
dimi+	дими+	dimi	dimja	Vmip3si		228	3	0	root															
se.	се.	se	se	Px---a		228	4	3	expl															
wt+	ѿ+	ot	ot	Sg		228	5	7	case															
vě_likago+	вѣ_ликаго+	vělikago	velik	Amsgy		228	6	7	amod					1										
gorěnïa.	горѣнїа.	gorěnia	gorenie	Nnsgn		228	7	3	obl															
																								
i+	и+	i	i	C		229	1	4	cc				ʺAnd your forces lay as dead on the ground.ʺ											
činovè	чиновѐ	činove	čin	Nmpnn		229	2	4	nsubj					1										
tvoi+	твои+	tvoi	tvoi	Ampnn		229	3	2	amod	poss														
ležetь´.	лежеть́.	ležetъ	leža	Vmip3pi		229	4	0	root															
jako+	ꙗко+	jako	jako (2)	C		229	5	6	mark															
mrь´tvi	мрь́тви	mrъtvi	mъrtъv	Ampnn		229	6	4	advcl					1										
na+	на+	na	na	Sl		229	7	8	case															
zemlì.	землѝ.	zemli	zemlja	Nfsdn		229	8	4	obl	loc														
																								
da+	да+	da	da	C		230	1	2	aux	opt			ʺCommand something, to do, so that we would not die!ʺ			Next to a synthetic imperative, the <i>da</i> particle seems redundant.								
poveli+	повели+	poveli	povelja	Vmm-2se		230	2	0	root															
čto+	что+	čto	čto	Pq		230	3	5	mark															
da	да	da	da	C		230	4	3	fixed					1										
sьtvorimo.	сьтворимо.	sъtvorimo	sъtvorja	Vmip1pi		230	5	2	advcl															
da+	да+	da	da	C		230	6	8	mark															
ne+	не+	ne	ne	Qz		230	7	8	advmod															
pobnemo	побнемо	pobnemo	pogybnǫti	Vmip1pe		230	8	5	advcl					1										
																								
togda	тогда	togda	togda	Pr		231	1	3	advmod				Then, Satanael said:											
satanailь+	сатанаиль+	satanailъ	Satanail	Nmsny		231	2	3	nsubj															
rče.	рче.	rče	reka	Vmia3se		231	3	0	root															
																								
ne+	не+	ne	ne	Qz		232	1	2	advmod				ʺHave no fear, Michael!ʺ											
boi+	бои+	boi	boja	Vmm-2si		232	2	0	root															
se	се	se	se	Px---a		232	3	2	expl					1										
mixaile.	михаиле.	mixaile	Mixail	Nmsvy		232	4	2	vocative															
																								
jesi+	ѥси+	jesi	sъm	Vaip2si		233	1	3	aux	prf			ʺHave you seen, by what kind of cunning I and my angelic forces live?ʺ											
li+	ли+	li	li	Qq		233	2	3	advmod															
vděẅ+	вдѣѡ̈+	vděẅ	vidja	Vmp--si	Amsnn	233	3	0	root															
koeju	коею	koeju	koi	Afsiy	Pq---i	233	4	5	amod	mark				2										
xitrostïju	хитростїю	xitrostiju	xitrost	Nfsin		233	5	7	obl		49v	/img/satan/49v.JPG												
azь+	азь+	azъ	az	Pp1-sn		233	6	7	nsubj															
živú.	живꙋ́.	živu	živeja	Vmip1si		233	7	3	advcl															
i+	и+	i	i	C		233	8	10	cc							Punčo: <i>svi+te anggele se mene bojatь</i>								
anglь_skïe+	англь_скїе+	anglъskie	angelski	Afpny		233	9	10	amod					1										
sili	сили	sili	sila	Nfpnn		233	10	6	conj															
moe,	мое,	moe	moi	Afpny		233	11	10	amod	poss														
																								
ne+	не+	ne	ne	Qz		234	1	2	advmod				ʺHave no fear of that fire!ʺ											
boi+	бои+	boi	boja	Vmm-2si		234	2	0	root															
se+	се+	se	se	Px---a		234	3	2	expl															
wt+	ѿ+	ot	ot	Sg		234	4	5	case															
wgnà	ѡгнà	ogna	ogъn	Nmsgn		234	5	2	obl					1										
sego+	сего+	sego	sii	Pd-msg		234	6	5	det	p_nom						Unlike <i>Tale of Alexander the Elder</i> in the same manuscript, demonstratives are sometimes placed after the noun, especially in the second half of the text.								
																								
i+	и+	i	i	C		235	1	2	cc				ʺ(You have seen?) my mind.ʺ			The two fragments of sentences are not found in Punčo, nor in BAR 1282.								
umь+	ꙋмь+	umъ	um	Nmsnn		235	2	0	root															
moi+	мои+	moi	moi	Amsny		235	3	2	amod	poss														
																								
i+	и+	i	i	C		236	1	2	cc				ʺAnd (you have seen?) my power.ʺ											
sila+	сила+	sila	sila	Nfsnn		236	2	0	root															
moja	моꙗ	moja	moi	Afsny		236	3	2	amod	poss				1										
																								
mixailo+	михаило+	mixailo	Mixail	Nmsoy		237	1	2	nsubj				Michael said:											
rče+	рче+	rče	reka	Vmia3se		237	2	0	root															
																								
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	238	1	2	nsubj				ʺYou are powerful.ʺ											
silьnь+	сильнь+	silъnъ	silen	Amsnn		238	2	0	root															
jesi	ѥси	jesi	sъm	Vmip2si		238	3	2	cop					1										
																								
ne+	не+	ne	ne	Qz		239	1	2	advmod				ʺYou have no fear.ʺ											
boiši	боиши	boiši	boja	Vmip2si		239	2	0	root															
se,	се,	se	se	Px---a		239	3	2	expl															
																								
nu+	нꙋ+	nu	no	C		240	1	7	cc				ʺBut I cannot endure this heat.ʺ											
azь+	азь+	azъ	az	Pp1-sn		240	2	7	nsubj															
gorěšti+	горѣщи+	gorěšti	gorešt	Nfsgn		240	3	7	obj															
sïe	сїе	sie	sii	Pd-fsg		240	4	3	det	p_nom				1										
ne+	не+	ne	ne	Qz		240	5	6	advmod															
mogu+	могꙋ+	mogu	moga	Vmip1si		240	6	7	aux															
trьpeti.	трьпети.	trъpeti	tъrpja	Vmn---i		240	7	0	root															
																								
ne+	не+	ne	ne	Qz		241	1	2	advmod				ʺDon't you see, o powerful one?ʺ											
vdiši	вдиши	vdiši	vidja	Vmip2si		241	2	0	root					1										
li+	ли+	li	li	Qq		241	3	2	advmod															
siwne+	сиѡне+	sione	silen	Amsvn		241	4	2	vocative															
																								
jerè	ѥрѐ	jere	ere	C		242	1	2	cc				ʺFor I left the Highest Father.ʺ											
ẅstavix,	ѡ̈ставих,	ẅstavix	ostavja	Vmia1se		242	2	0	root															
go_rnago+	го_рнаго+	gornago	goren	Amsgy		242	3	4	amod					1										
ẅca	ѡ̈ца	ẅca	otec	Nmsgy		242	4	2	obj															
																								
i+	и+	i	i	C		243	1	2	cc				ʺAnd I came to you.ʺ											
pridox,	придох,	pridox	priida	Vmia1se		243	2	0	root															
k+	к+	k	k	Sd		243	3	4	case															
tebě	тебѣ	tebě	ty	Pp2-sd		243	4	2	obl					1										
																								
i+	и+	i	i	C		244	1	4	cc				ʺAnd that is why the fire is burning me.ʺ											
tgo+	тго+	tgo	toi	Pd-msg		244	2	4	obl															
rad	рад	rad	radi	Sg		244	3	2	case															
palit+	палит+	palit	palja	Vmip3si		244	4	0	root															
me+	ме+	me	az	Pp1-sn		244	5	4	obj															
wgnь`.	ѡгнь̀.	ognъ	ogъn	Nmsnn		244	6	4	nsubj															
																								
sata_nailь+	сата_наиль+	satanailъ	Satanail	Nmsny		245	1	2	nsubj				Satanael said to Michael:	1										
rče+	рче+	rče	reka	Vmia3se		245	2	0	root															
kь+	кь+	kъ	k	Sd		245	3	4	case															
mixàilu	михàилꙋ	mixailu	Mixail	Nmsdy		245	4	2	obl															
																								
ne+	не+	ne	ne	Qz		246	1	2	advmod				ʺHave no fear of anything!ʺ											
bo_i+	бо_и+	boi	boja	Vmm-2si		246	2	0	root					1										
se+	се+	se	se	Px---a		246	3	2	expl															
ništa,	нища,	ništa	ništo	Nnsgn		246	4	2	obl															
																								
znamь+	знамь+	znamъ	znaja	Vmip1si		247	1	0	root				ʺI know a big lake.ʺ											
ezéro+	езе́ро+	ezero	ezero	Nnsnn		247	2	1	obj															
veli_ko	вели_ко	veliko	velik	Ansnn		247	3	2	amod					1										
																								
i+	и+	i	i	C		248	1	2	cc				ʺAnd we will go to it to bathe, to calm ourselves, until the sun sets.ʺ											
poći	поћи	poći	poida	Vmn---e	Vmia3se	248	2	0	root															
ćemo+	ћемо+	ćemo	šta	Vaip1pi		248	3	2	aux	fut														
kь+	кь+	kъ	k	Sd		248	4	5	case															
nemu+	немꙋ+	nemu	to	Pp3nsd		248	5	2	obl															
da	да	da	da	C		248	6	8	mark					1										
se+	се+	se	se	Px---a		248	7	8	expl															
ẅkúplemo.	ѡ̈кꙋ́племо.	ẅkuplemo	okъpja	Vmip1pe		248	8	2	advcl															
da+	да+	da	da	C		248	9	10	mark															
primi_mo	прими_мо	primimo	priema	Vmip1pe		248	10	8	advcl					1										
xladь`	хладь̀	xladъ	xlad	Nmsnn		248	11	10	obj															
dondeže+	дондеже+	dondeže	donьdeže	R		248	12	13	mark															
zaće	заће	zaće	zaida	Vmip3se	Vmia3se	248	13	10	advcl					1										
slnce.	слнце.	slnce	slъnce	Nnsnn		248	14	13	nsubj															
																								
i+	и+	i	i	C		249	1	2	cc				ʺAnd (then) we will go to the East.ʺ											
poćimo+	поћимо+	poćimo	poida	Vmip1pe	Vmm-1pe	249	2	0	root															
na+	на+	na	na	Sa		249	3	4	case															
isto_kь.	исто_кь.	istokъ	iztok	Nmsnn		249	4	2	obl					1										
																								
i+	и+	i	i	C		250	1	2	cc				ʺAnd we will close the gates of sun, so that it cannot shine (on) us.ʺ											
zatvori	затвори	zatvori	zatvorja	Vmn---e	Vmia3se	250	2	0	root															
ćemo+	ћемо+	ćemo	šta	Vaip1pi		250	3	2	aux	fut														
slncu	слнцꙋ	slncu	slъnce	Nnsdn		250	4	5	nmod					1										
vrata.	врата.	vrata	vrata	Nnpnn		250	5	2	obj															
da+	да+	da	da	C		250	6	10	mark															
ne+	не+	ne	ne	Qz		250	7	8	advmod															
možetь+	можеть+	možetъ	moga	Vmip3si		250	8	10	aux															
nas	нас	nas	nie	Pp1-pg		250	9	10	obj					1										
sïati.	сїати.	siati	sijaja	Vmn---i		250	10	2	advcl															
																								
slišavše+	слишавше+	slišavše	slyšati	Vmpa-pi	Ampnn	251	1	6	advcl				As Michael heard about the lake, he became glad.											
mixailẅ	михаилѡ̈	mixailẅ	Mixail	Nmsoy		251	2	1	nsubj					2										
ẅ+	ѡ̈+	ẅ	o (2)	Sl		251	3	4	case		50r	/img/satan/50r.JPG												
ezeri	езери	ezeri	ezero	Nnsln		251	4	1	obl															
i+	и+	i	i	C		251	5	6	cc															
rad	рад	rad	rad	Amsnn		251	6	0	root															
bis+	бис+	bis	bъda	Vmia3se		251	7	6	cop															
																								
erè	ерѐ	ere	ere	C		252	1	3	cc				For he was going to rob him.											
xoteše	хотеше	xoteše	xotěti	Vaii3si		252	2	3	aux	fut				1										
ẅpleniti+	ѡ̈пленити+	ẅpleniti	oplenja	Vmn---e		252	3	0	root															
ego+	его+	ego	toi	Pp3msg		252	4	3	obj															
																								
i+	и+	i	i	C		253	1	2	cc				And he said to him:											
rče+	рче+	rče	reka	Vmia3se		253	2	0	root															
emú.	емꙋ́.	emu	toi	Pp3msd		253	3	2	obl	iobj														
																								
