text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc
gï	ⰳⰹ	gi	Gospod	Nmsvi		89	1	7	vocative				Because, o Lord, you have made us from non-existence to existence				
[o]tъ+	[ⱁ]ⱅⱏ₊	otъ	ot	Sg		89	2	3	case					1			
nebъitïě+	ⱀⰵⰱⱏⰻⱅⰹⱑ₊	nebytiě	nebytie	Nnsgn		89	3	7	obl	abl							
bo+	ⰱⱁ₊	bo	bo	C		89	4	7	cc								
vъ+	ⰲⱏ₊	vъ	v	Sa		89	5	6	case								
bъit[ie]	ⰱⱏⰻⱅ[ⰻⰵ]	bytie	bytie	Nnsnn		89	6	7	obl	lat				1			
sъtvorïlъ+	ⱄⱏⱅⰲⱁⱃⰹⰾⱏ₊	sъtvorilъ	sъtvorja	Vmp--se	Amsnn	89	7	0	root								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		89	8	7	obj								
esï.	ⰵⱄⰹ.	esi	sъm	Vaip2si		89	9	7	aux	prf							
																	
ʾī+	҆ⰺ₊	i	i	C		90	1	3	cc				And restore the fallen ones				
otъ_pádъšję+	ⱁⱅⱏ_ⱂⰰ́ⰴⱏⱎⱗ₊	otъpadъšję	otpadna	Ampay	Vmpa-pea	90	2	3	obj					1			
vъskrěsï+	ⰲⱏⱄⰽⱃⱑⱄⰹ₊	vъskrěsi	vъskrěsiti	Vmm-2se		90	3	0	root								
pakъi.	ⱂⰰⰽⱏⰻ.	paky	paky	R		90	4	3	advmod								
																	
ī	ⰺ	i	i	C		91	1	7	cc				And may we will not be able to transgress against you	1			
da`+	ⰴⰰ̀₊	da	da	C		91	2	5	aux	opt							
namъ	ⱀⰰⰿⱏ	namъ	nie	Pp1-pd		91	3	5	obl	iobj							
ne+	ⱀⰵ₊	ne	ne	Qz		91	4	5	advmod								
dostoïtъ	ⰴⱁⱄⱅⱁⰹⱅⱏ	dostoitъ	dostoiti	Vmip3si		91	5	7	aux								
[tebě]	[ⱅⰵⰱⱑ]	tebě	ty	Pp2-sd		91	6	7	obl	iobj				1			
sъgrěšatï:	ⱄⱏⰳⱃⱑⱎⰰⱅⰹ:	sъgrěšati	sъgrěšati	Vmn---e		91	7	0	root								
																	
tvoě	ⱅⰲⱁⱑ	tvoě	tvoi	Anpnn		92	1	0	root				For yours are all heavenly and earthly (things)				
[že	[ⰶⰵ	že	že	Qd		92	2	1	cc								
sǫ_tъ]	ⱄⱘ_ⱅⱏ]	sǫtъ	sъm	Vmip3pi		92	3	1	cop					1			
vьsě^.	ⰲⱐⱄⱑ̂.	vъsě	vse	Anpnn		92	4	5	amod	det							
nebesьsk	ⱀⰵⰱⰵⱄⱐⱄⰽ	nebesъsk	nebeski	A		92	5	1	nsubj								
[ī+	[ⰺ₊	i	i	C		92	6	7	cc								
ze_]mlьskaě+	ⰸⰵ_]ⰿⰾⱐⱄⰽⰰⱑ₊	zemlъskaě	zemski	Anpnn		92	7	5	conj					1			
gï.	ⰳⰹ.	gi	Gospod	Nmsvi		92	8	1	vocative								
																	
da+	ⰴⰰ₊	da	da	C		93	1	7	aux	opt			May you alone free us from our sins				
tъi	ⱅⱏⰻ	ty	ty	Pp2-sn		93	2	7	nsubj								
s[amъ]	ⱄ[ⰰⰿⱏ]	samъ	sam	Amsnn		93	3	7	advmod					1			
otъ+	ⱁⱅⱏ₊	otъ	ot	Sg		93	4	5	case								
grěxъ	ⰳⱃⱑⱈⱏ	grěxъ	grěx	Nmpgn		93	5	7	obl	abl							
našïxъ	ⱀⰰⱎⰹⱈⱏ	našixъ	naš	A-pgy		93	6	5	amod	poss							
[izbavi]	[ⰻⰸⰱⰰⰲⰻ]	izbavi	izbavja	Vmm-2se	Vmia3se	93	7	0	root					1			
nъi:	ⱀⱏⰻ:	ny	nie	Pp1-pa		93	8	7	obj								
																	
xmь	ⱈⰿⱐ	xmъ	xvalja	Vmip1pi		94	1	0	root				We praise				
																	
gmь:.	ⰳⰿⱐ:.	gmъ	glagolati	Vmip1pi		95	1	0	root				We say (...)	2			
																	
Po	Ⱂⱁ	po	po	Sl		96	1				4v	/img/kiev/kf_4v.jpg	[Title] After the communion				
vъ.sǫ_dě:.	ⰲⱏ.ⱄⱘ_ⰴⱑ:.	vъsǫdě	vъsǫd	Nmsln		96	2	0	root					1			
																	
[D]ázь+	[Ⰴ]ⰰ́ⰸⱐ₊	dazъ	dam	Vmm-2se		97	1	0	root				O all-powerful God, grant us				
námъ+	ⱀⰰ́ⰿⱏ₊	namъ	nie	Pp1-pd		97	2	1	obl	iobj							
vьsemogъ^ï+	ⰲⱐⱄⰵⰿⱁⰳⱏ̂ⰹ₊	vъsemogy	vъsemog	Amsny		97	3	4	amod								
bže.	ⰱⰶⰵ.	bže	bog	Nmsvy		97	4	1	vocative					1			
																	
da+	ⰴⰰ₊	da	da	C		98	1	7	advmod				As you have satisfied us by your heavenly food,				
ʾěkože+	҆ⱑⰽⱁⰶⰵ₊	ěkože	jakože	C		98	2	1	fixed								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		98	3	7	obj								
ʾesï+	҆ⰵⱄⰹ₊	esi	sъm	Vaip2si		98	4	7	aux	prf							
nebesьskъ^iję	ⱀⰵⰱⰵⱄⱐⱄⰽⱏ̂ⰻⱗ	nebesъskyję	nebeski	Afsgy		98	5	6	amod					1			
pïcję^+	ⱂⰹⱌⱗ̂₊	picję	pišta	Nfsgn		98	6	7	obl								
nasъitïlъ:	ⱀⰰⱄⱏⰻⱅⰹⰾⱏ:	nasytilъ	nasitja	Vmp--se	Amsnn	98	7	0	root								
																	
takoze	ⱅⰰⰽⱁⰸⰵ	takoze	takožde	Pr		99	1	8	advmod				may you also strengthen our life by your power	1			
že	ⰶⰵ	že	že	Qd		99	2	8	cc								
ʾī+	҆ⰺ₊	i	i	C		99	3	4	amod								
životъ+	ⰶⰻⰲⱁⱅⱏ₊	životъ	život	Nmsnn		99	4	8	obj								
nášь	ⱀⰰ́ⱎⱐ	našъ	naš	Amsnn		99	5	4	amod	poss							
sïlo_jǫ+	ⱄⰹⰾⱁ_ⱙ₊	silojǫ	sila	Nfsin		99	6	8	obl					1			
tvoejǫ	ⱅⰲⱁⰵⱙ	tvoejǫ	tvoi	Afsiy		99	7	6	amod	poss							
ʾutvrьdï:	҆ⱆⱅⰲⱃⱐⰴⰹ:	utvrъdi	utvъrdja	Vmm-2se		99	8	0	root								
																	
gmь:	ⰳⰿⱐ:	gmъ	glagolati	Vmip1pi		100	1	0	root				We say (...)	1			
																	
mьšě	ⰿⱐⱎⱑ	mъšě	mьša	Nfsnn		101	1	0	root				[Title] Mass 4 about the same				
*g*	·ⰳ·	*g*	4	Mc		101	2	1	nummod								
ʾo+	҆ⱁ₊	o	o (2)	Sl		101	3	4	case								
tomьze:.	ⱅⱁⰿⱐⰸⰵ:.	tomъze	tъžde	Pr-msl		101	4	1	nmod	ext				1			
																	
[C]ěsarьstvě+	[Ⱌ]ⱑⱄⰰⱃⱐⱄⱅⰲⱑ₊	cěsarъstvě	cěsarьstvo	Nnsln	Nnsgn	102	1	6	obj				O Lord, watch over our kingdom with your mercy			< *jo-.sg.gen <i>cěsarьstvia</i>? or o-sg.loc *<i>cěsarьstvě</i>	
našemь+	ⱀⰰⱎⰵⰿⱐ₊	našemъ	naš	Ansln		102	2	1	amod	poss							
gï+	ⰳⰹ₊	gi	Gospod	Nmsvi		102	3	6	vocative								
mï_lostьjǫ	ⰿⰹ_ⰾⱁⱄⱅⱐⱙ	milostъjǫ	milost	Nfsii		102	4	6	obl					1			
tvoejǫ	ⱅⰲⱁⰵⱙ	tvoejǫ	tvoi	Afsiy		102	5	4	amod	poss							
prïzьrï^:	ⱂⱃⰹⰸⱐⱃⰹ̂:	prizъri	prizra	Vmm-2se		102	6	0	root					1			
																	
ʾī+	҆ⰺ₊	i	i	C		103	1	3	cc				And do not give our (kingdom) to the foreigners				
ne+	ⱀⰵ₊	ne	ne	Qz		103	2	3	advmod								
ʾotъdázь	҆ⱁⱅⱏⰴⰰ́ⰸⱐ	otъdazъ	otdati	Vmm-2se		103	3	0	root								
našego	ⱀⰰⱎⰵⰳⱁ	našego	naš	Amsgy-n		103	4	5	amod	poss							
tu_zīˇmъ.	ⱅⱆ_ⰸⰺ̆ⰿⱏ.	tuzimъ	čužd	A-pdy		103	5	3	obl	iobj				1			
																	
ʾī+	҆ⰺ₊	i	i	C		104	1	3	cc				And do not turn us over to be conquered by pagan nations,				
ne+	ⱀⰵ₊	ne	ne	Qz		104	2	3	advmod								
ʾobratï	҆ⱁⰱⱃⰰⱅⰹ	obrati	obratja	Vmm-2se		104	3	0	root								
násъ	ⱀⰰ́ⱄⱏ	nasъ	nie	Pp1-pg		104	4	3	obj					1			
vъ+	ⰲⱏ₊	vъ	v	Sa		104	5	6	case								
plěnъ	ⱂⰾⱑⱀⱏ	plěnъ	plěn	Nmsnn		104	6	3	obl	lat							
narodomъ	ⱀⰰⱃⱁⰴⱁⰿⱏ	narodomъ	narod	Nmpdn		104	7	3	obl	iobj							
poga_nьskъ^imъ:	ⱂⱁⰳⰰ_ⱀⱐⱄⰽⱏ̂ⰻⰿⱏ:	poganъskymъ	poganski	Ampdy		104	8	7	amod					1			
xa+	ⱈⰰ₊	xa	Xristos	Nmsgy		104	9	3	obl				for the sake of Christ, our Lord, who rules with the Father and the Holy (Spirit)				
radï+	ⱃⰰⰴⰹ₊	radi	radi	Sg		104	10	9	case								
gï+	ⰳⰹ₊	gi	Gospod	Nmsgi	Nmsvi	104	11	9	appos							An i-stem declension? (g/d/l/v <i>Gospodi</i>)	
na_šego.	ⱀⰰ_ⱎⰵⰳⱁ.	našego	naš	Amsgy		104	12	11	amod	poss				1			
ʾïže+	҆ⰹⰶⰵ₊	iže	iže	Pr-msn		104	13	14	mark								
cěsarïtъ+	ⱌⱑⱄⰰⱃⰹⱅⱏ₊	cěsaritъ	cěsariti	Vmip3si		104	14	9	acl								
sъ+	ⱄⱏ₊	sъ	s	Si		104	15	16	case								
ʾotь_cemь	҆ⱁⱅⱐ_ⱌⰵⰿⱐ	otъcemъ	otec	Nmsiy		104	16	14	obl					1			
ʾī+	҆ⰺ₊	i	i	C		104	17	19	cc								
sъ+	ⱄⱏ₊	sъ	s	Si		104	18	19	case								
svjętъimь:.	ⱄⰲⱗⱅⱏⰻⰿⱐ:.	svjętymъ	svęt	Amsiy		104	19	16	conj					1			
																	
na_dъ	ⱀⰰ_ⰴⱏ	nadъ	nad	Si		105	1	2	case				[Title] Over Eucharist				
ʾoplatъmь:	҆ⱁⱂⰾⰰⱅⱏⰿⱐ:	oplatъmъ	oplat	Nmsin		105	2	0	root	loc				1			
																	
[T]voě	[Ⱅ]ⰲⱁⱑ	tvoě	tvoi	Afsny		106	1	3	amod	poss			May the fortress of your Church, o Lord, protects us,				
cirkъnaě	ⱌⰻⱃⰽⱏⱀⰰⱑ	cirkъnaě	cъrkoven	Afsny		106	2	3	amod								
tvrdьdь	ⱅⰲⱃⰴⱐⰴⱐ	tvrdъdъ	tvrъd	Nfsni		106	3	4	nsubj								
za_ščïtï+	ⰸⰰ_ⱎⱍⰹⱅⰹ₊	zaščiti	zaštitja	Vmm-2se		106	4	0	root					1			
nъi+	ⱀⱏⰻ₊	ny	nie	Pp1-pa		106	5	4	obj								
gï.	ⰳⰹ.	gi	Gposod	Nmsvy		106	6	4	vocative								
jǫže+	ⱙⰶⰵ₊	jǫže	iže	Pr-fsa		106	7	11	mark				which you have shaped by your image,				
ʾesï	҆ⰵⱄⰹ	esi	sъm	Vaip2si		106	8	11	aux	prf				1			
ʾobrazъmь	҆ⱁⰱⱃⰰⰸⱏⰿⱐ	obrazъmъ	obraz	Nmsin		106	9	11	obl								
svoïmь	ⱄⰲⱁⰹⰿⱐ	svoimъ	svoi	Amsiy		106	10	9	amod	poss							
ʾupo_dobïlъ.	҆ⱆⱂⱁ_ⰴⱁⰱⰹⰾⱏ.	upodobilъ	upodobja	Vmp--se	Amsnn	106	11	3	acl					1			
jǫže+	ⱙⰶⰵ₊	jǫže	iže	Pr-fsa		106	12	14	mark				(and) which we honor for our healing				
nъ^i+	ⱀⱏ̂ⰻ₊	ny	nie	Pp1-pa		106	13	14	nsubj								
čьstï_mъ	ⱍⱐⱄⱅⰹ_ⰿⱏ	čъstimъ	čъstja	Vmip1pi		106	14	11	conj					1			
ná+	ⱀⰰ́₊	na	na	Sa		106	15	16	case								
balьstvo+	ⰱⰰⰾⱐⱄⱅⰲⱁ₊	balъstvo	balьstvo	Nnsnn		106	16	14	obl	iobj							
naše.	ⱀⰰⱎⰵ.	naše	naš	Ansnn		106	17	16	amod	poss							
																	
to_[go]+	ⱅⱁ_[ⰳⱁ]₊	togo	tъ	Pd-nsg		107	1	7	obl				For that reason you have brought us the eternal offering	1			
radï	ⱃⰰⰴⰹ	radi	radi	Sg		107	2	1	case								
ʾesï+	҆ⰵⱄⰹ₊	esi	sъm	Vaip2si		107	3	7	aux	prf							
námъ	ⱀⰰ́ⰿⱏ	namъ	nie	Pp1-pd		107	4	7	obl	iobj							
věčь_[noe]+	ⰲⱑⱍⱐ_[ⱀⱁⰵ]₊	věčъnoe	večen	Ansny		107	5	6	amod					1			
oběcěnie+	ⱁⰱⱑⱌⱑⱀⰻⰵ₊	oběcěnie	oběštanie	Nnsnn		107	6	7	obj								
prineslъ:.	ⱂⱃⰻⱀⰵⱄⰾⱏ:.	prineslъ	prinesa	Vmp--se		107	7	0	root					1			
																	
[gmъ]	[ⰳⰿⱏ]	gmъ	glagolati	Vmip1pi		108	1	0	root				We say to our (...)				
našïmь:.	ⱀⰰⱎⰹⰿⱐ:.	našimъ	naš	A-pdy		108	2	1	obl	iobj:poss				2			
																	
Prěѳaciě	Ⱂⱃⱑⱚⰰⱌⰻⱑ	prěѳaciě	prěfacia	Nfsnn		109	1	0	root		5r	/img/kiev/kf_5r.jpg	[Title] Preface	1			
																	
Da+	Ⰴⰰ₊	da	da	C		110	1	12	aux	opt			May we do with our minds such services, as you like				
ʾěkъiže	҆ⱑⰽⱏⰻⰶⰵ	ěkyže	jakъže	Pr-fpn		110	2	7	mark								
sǫˇtъ	ⱄⱘ̆ⱅⱏ	sǫtъ	sъm	Vmip3pi		110	3	7	cop								
tvoję+	ⱅⰲⱁⱗ₊	tvoję	tvoi	Afsgy		110	4	6	amod								
sï.	ⱄⰹ.	si	sii	Pd-msn		110	5	4	det	p_adj				1		< *<i>się</i>?	
sluˇžьbъi	ⱄⰾⱆ̆ⰶⱐⰱⱏⰻ	služъby	služba	Nfpnn		110	6	7	nsubj								
vъžljublenъi^_ję.	ⰲⱏⰶⰾⱓⰱⰾⰵⱀⱏⰻ̂_ⱗ.	vъžljublenyję	vъzljublja	Afpny		110	7	8	acl					1			
taˇkъiže	ⱅⰰ̆ⰽⱏⰻⰶⰵ	takyže	takъže	Pr-fpn		110	8	12	obj								
mъislьmï+	ⰿⱏⰻⱄⰾⱐⰿⰹ₊	myslъmi	misъl	Nfpin		110	9	12	obl								
svo_ïmï	ⱄⰲⱁ_ⰹⰿⰹ	svoimi	svoi	Afpiy		110	10	9	amod	poss				1			
nъi+	ⱀⱏⰻ₊	ny	nie	Pp1-pa		110	11	12	nsubj								
tvorïmï.	ⱅⰲⱁⱃⰹⰿⰹ.	tvorimi	tvorja	Vmip1pi		110	12	0	root							< *<i>tvorimy</i>? or ptcp. <i>tvorimimi</i>?	
																	
ʾa+	҆ⰰ₊	a	a	C		111	1	7	cc				And may you alone always accept them				
tъi	ⱅⱏⰻ	ty	ty	Pp2-sn		111	2	7	nsubj					1			
samъ	ⱄⰰⰿⱏ	samъ	sam	Amsnn		111	3	7	advmod								
gï+	ⰳⰹ₊	gi	Gospod	Nmsvi		111	4	7	vocative								
prisno+	ⱂⱃⰻⱄⱀⱁ₊	prisno	prisno	R		111	5	7	advmod								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		111	6	7	obj								
prïemlï:	ⱂⱃⰹⰵⰿⰾⰹ:	priemli	priema	Vmm-2se		111	7	0	root					1			
																	
da+	ⰴⰰ₊	da	da	C		112	1	2	aux	opt			So that we can follow your just (words?),				
vъzmožemъ	ⰲⱏⰸⰿⱁⰶⰵⰿⱏ	vъzmožemъ	vъzmoga	Vmip1pe		112	2	5	aux								
pravьdь_naě	ⱂⱃⰰⰲⱐⰴⱐ_ⱀⰰⱑ	pravъdъnaě	praveden	Anpnn		112	3	5	obj					1			
tvoě	ⱅⰲⱁⱑ	tvoě	tvoi	Anpnn		112	4	3	amod	poss							
naslědovatï.	ⱀⰰⱄⰾⱑⰴⱁⰲⰰⱅⰹ.	naslědovati	naslědovati	Vmn---i		112	5	0	root					1			
ʾī+	҆ⰺ₊	i	i	C		112	6	10	cc				and purify ourselves from the works of the Evil				
ʾotъ+	҆ⱁⱅⱏ₊	otъ	ot	Sg		112	7	9	case								
neprïěznïnъ^	ⱀⰵⱂⱃⰹⱑⰸⱀⰹⱀⱏ̂	nepriězninъ	nepriazen	Anpgn		112	8	9	nmod	poss							
dělъ^	ⰴⱑⰾⱏ̂	dělъ	dělo	Nnpgn		112	9	10	obl	abl				1			
ʾočïstitï	҆ⱁⱍⰹⱄⱅⰻⱅⰹ	očistiti	očistja	Vmn---e		112	10	5	conj								
sję:	ⱄⱗ:	sję	se	Px---a		112	11	10	expl								
																	
xmь+	ⱈⰿⱐ₊	xmъ	xvalja	Vmip1pi		113	1	0	root				We praise				
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		114	1	0	root				We say to those, to whom majesty (...)				
náš_mь:	ⱀⰰ́ⱎ_ⰿⱐ:	našmъ	naš	A-pdy		114	2	1	obl	iobj:poss				1			
ʾïmьže	҆ⰹⰿⱐⰶⰵ	imъže	iže	Pr--pd		114	3	4	mark								
velïčьstvo:	ⰲⰵⰾⰹⱍⱐⱄⱅⰲⱁ:	veličъstvo	veličьstvo	Nnsnn		114	4	2	acl					1			
																	
Po+	Ⱂⱁ₊	po	po	Sl		115	1	2	case				[Title] After the communion				
vъ_sǫ_dě.	ⰲⱏ_ⱄⱘ_ⰴⱑ.	vъsǫdě	vъsǫd	Nmsln		115	2	0	root					1			
																	
Tvoě	Ⱅⰲⱁⱑ	tvoě	tvoi	Anpnn		116	1	2	amod	poss			May your holy (communion), o all-powerful God, which we are going to receive (?), will be for our absolution and purification				
svjętaě	ⱄⰲⱗⱅⰰⱑ	svjętaě	svęt	Anpny		116	2	15	nsubj								
vьsemogъ^ï	ⰲⱐⱄⰵⰿⱁⰳⱏ̂ⰹ	vъsemogy	vъsemog	Amsny		116	3	4	amod					1			
bže.	ⰱⰶⰵ.	bže	bog	Nmsvy		116	4	15	vocative								
ʾěže	҆ⱑⰶⰵ	ěže	iže	Pr-nsn		116	5	8	mark								
se+	ⱄⰵ₊	se	se (2)	Qd		116	6	8	advmod								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		116	7	8	nsubj								
prïemlemъ:	ⱂⱃⰹⰵⰿⰾⰵⰿⱏ:	priemlemъ	priema	Vmip1pe		116	8	2	acl					1			
na	ⱀⰰ	na	na	Sa		116	9	10	case								
razdrěšeníe.	ⱃⰰⰸⰴⱃⱑⱎⰵⱀⰻ́ⰵ.	razdrěšenie	razdrěšenie	Nnsnn		116	10	8	obl	iobj						Miklosich: <i>razdrěšenie</i> 'lysis, solutio'	
ʾī+	҆ⰺ₊	i	i	C		116	11	13	cc								
na+	ⱀⰰ₊	na	na	Sa		116	12	13	case								
ʾočišče_nie	҆ⱁⱍⰻⱎⱍⰵ_ⱀⰻⰵ	očiščenie	očištenie	Nnsnn		116	13	10	conj	iobj				1			
námъ+	ⱀⰰ́ⰿⱏ₊	namъ	nie	Pp1-pd		116	14	15	obl	iobj							
bǫdǫ:	ⰱⱘⰴⱘ:	bǫdǫ	bъda	Vmm-3pe	Vmip1se	116	15	0	root							< *<i>bǫdǫtъ</i>?<br/>A 3pl.imp according to Lunt (2001:99), possibly a relic of injunctive (Večerka 1984:162).	
																	
ʾa+	҆ⰰ₊	a	a	C		117	1	7	cc				And you alone protect us by your eternal help				
tъi+	ⱅⱏⰻ₊	ty	ty	Pp2-sn		117	2	7	nsubj								
sa_mъ	ⱄⰰ_ⰿⱏ	samъ	sam	Amsnn		117	3	7	advmod					1			
pomocьjǫ	ⱂⱁⰿⱁⱌⱐⱙ	pomocъjǫ	pomošt	Nfsii		117	4	7	obl								
tvoejǫ	ⱅⰲⱁⰵⱙ	tvoejǫ	tvoi	Afsiy		117	5	4	amod	poss							
vě_čьnojǫ	ⰲⱑ_ⱍⱐⱀⱁⱙ	věčъnojǫ	večen	Afsiy		117	6	4	amod					1			
zaščïtï	ⰸⰰⱎⱍⰹⱅⰹ	zaščiti	zaštitja	Vmm-2se		117	7	0	root								
nъi:	ⱀⱏⰻ:	ny	nie	Pp1-pa		117	8	7	obj								
																	
gmь	ⰳⰿⱐ	gmъ	glagolati	Vmip1pi		118	1	0	root				We say (...)	1			
																	
[ж]	[ж]	ж	(...)	X		119	1	0	root				(?)				
																	
mьšě	ⰿⱐⱎⱑ	mъšě	mьša	Nfsnn		120	1	0	root				[Title] Mass 5 about the same				
*d*	·ⰴ·	*d*	5	Mc		120	2	1	nummod								
ʾo+	҆ⱁ₊	o	o (2)	Sl		120	3	4	case								
tomьze.:	ⱅⱁⰿⱐⰸⰵ.:	tomъze	tъžde	Pr-msl		120	4	1	nmod	ext				1			
																	
Prosïmъ+	Ⱂⱃⱁⱄⰹⰿⱏ₊	prosimъ	prosja	Vmip1pi		121	1	0	root				We pray you, o Lord,				
tję	ⱅⱗ	tję	ty	Pp2-sa		121	2	1	obj								
gï	ⰳⰹ	gi	Gospod	Nmsvi		121	3	1	vocative								
																	
vъzdv[ï]_gnï	ⰲⱏⰸⰴⰲ[ⰹ]_ⰳⱀⰹ	vъzdvigni	vъzdvigna	Vmm-2se		122	1	0	root				Raise our hearts to you from the earthly desires	1			
srьdьca+	ⱄⱃⱐⰴⱐⱌⰰ₊	srъdъca	sъrdce	Nnpnn		122	2	1	obj								
nášě	ⱀⰰ́ⱎⱑ	našě	naš	Anpnn		122	3	2	amod	poss							
kъ	ⰽⱏ	kъ	k	Sd		122	4	5	case								
te[bě]	ⱅⰵ[ⰱⱑ]	tebě	ty	Pp2-sd		122	5	1	obl								
o_tъ+	ⱁ_ⱅⱏ₊	otъ	ot	Sg		122	6	8	case					1			
zemlьskъixъ	ⰸⰵⰿⰾⱐⱄⰽⱏⰻⱈⱏ	zemlъskyxъ	zemski	Afpgy		122	7	8	amod								
poxot[ь]	ⱂⱁⱈⱁⱅ[ⱐ]	poxotъ	poxot	Nfpgn		122	8	1	obl	abl				1			
																	
da+	ⰴⰰ₊	da	da	C		123	1	2	aux	opt			May we are able to desire to your heavely (?)				
vъzmožemъ+	ⰲⱏⰸⰿⱁⰶⰵⰿⱏ₊	vъzmožemъ	vъzmoga	Vmip1pe		123	2	3	aux								
xotětï	ⱈⱁⱅⱑⱅⰹ	xotěti	xotěti	Vmn---i		123	3	0	root								
[ne]_besьskъimъ+	[ⱀⰵ]_ⰱⰵⱄⱐⱄⰽⱏⰻⰿⱏ₊	nebesъskymъ	nebeski	A-pdy		123	4	5	amod					1			
tvoïmъ.:.	ⱅⰲⱁⰹⰿⱏ.:.	tvoimъ	tvoi	A-pdy		123	5	3	obl					2			
																	
[nadъ	[ⱀⰰⰴⱏ	nadъ	nad	Sd		124	1	2	case		5v	/img/kiev/kf_5v.jpg	[Title] Over Eucharist				
oplatьmь.]	ⱁⱂⰾⰰⱅⱐⰿⱐ.]	oplatъmъ	oplat	Nmsin		124	2	0	root					1			
																	
Ěkože	Ⱑⰽⱁⰶⰵ	ěkože	jakože	C		125	1	3	mark				As we have gifts, they are in front of you				
darъi	ⰴⰰⱃⱏⰻ	dary	dar	Nmpan		125	2	3	obj								
ʾīmamъ.	҆ⰺⰿⰰⰿⱏ.	imamъ	imam	Vmip1pi		125	3	6	advcl								
prědъ	ⱂⱃⱑⰴⱏ	prědъ	pred	Si		125	4	5	case					1			
tobojǫ+	ⱅⱁⰱⱁⱙ₊	tobojǫ	ty	Pp2-si		125	5	6	obl	loc							
sǫtъ.	ⱄⱘⱅⱏ.	sǫtъ	sъm	Vmip3pi		125	6	0	root								
																	
ī+	ⰺ₊	i	i	C		126	1	2	cc				And we pray you, accept them				
prosïmъ	ⱂⱃⱁⱄⰹⰿⱏ	prosimъ	prosja	Vmip1pi		126	2	0	root					1			
tję+	ⱅⱗ₊	tję	ty	Pp2-sa		126	3	2	obj								
																	
prïīmï+	ⱂⱃⰹⰺⰿⰹ₊	priimi	priema	Vmm-2se		127	1	0	root								
ję.	ⱗ.	ję	tě	Pp3mpa		127	2	1	obj								
																	
da+	ⰴⰰ₊	da	da	C		128	1	4	aux	opt			So that we, too, will be able (...) in your favor				
ʾï+	҆ⰹ₊	i	i	C		128	2	3	amod								
nъi+	ⱀⱏⰻ₊	ny	nie	Pp1-pa		128	3	4	nsubj								
vъzmo_žemъ	ⰲⱏⰸⰿⱁ_ⰶⰵⰿⱏ	vъzmožemъ	vъzmoga	Vmip1pe		128	4	0	root					1			
vъ	ⰲⱏ	vъ	v	Sl		128	5	7	case								
vъžljubleniï+	ⰲⱏⰶⰾⱓⰱⰾⰵⱀⰻⰹ₊	vъžljublenii	vъzljublja	Nnsln		128	6	4	orphan	loc							
tvo_emь:	ⱅⰲⱁ_ⰵⰿⱐ:	tvoemъ	tvoi	Ansly		128	7	4	amod					1			
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		129	1	0	root				We say to our (...)				
našïmь:	ⱀⰰⱎⰹⰿⱐ:	našimъ	naš	A-pdy		129	2	1	obl	iobj:poss							
																	
Prěѳa_ciě.	Ⱂⱃⱑⱚⰰ_ⱌⰻⱑ.	prěѳaciě	prěfacia	Nfsnn		130	1	0	root				[Title] Preface	1			
do	ⰴⱁ	do	do	I		130	2	1	discourse								
																	
věčьnъï+	ⰲⱑⱍⱐⱀⱏⰹ₊	věčъny	večen	Amsny		131	1	2	amod				O eternal God, may our evil does not take root in us				
bže:.	ⰱⰶⰵ:.	bže	bog	Nmsvy		131	2	6	vocative					1			
Zъloba+	Ⰸⱏⰾⱁⰱⰰ₊	zъloba	zloba	Nfsnn		131	3	6	nsubj								
našě	ⱀⰰⱎⱑ	našě	naš	Afsnn		131	4	3	amod	poss							
ne+	ⱀⰵ₊	ne	ne	Qz		131	5	6	advmod								
vъrěsnï+	ⰲⱏⱃⱑⱄⱀⰹ₊	vъrěsni	vъrěsniti	Vmm-3se		131	6	0	root								
sję+	ⱄⱗ₊	sję	se	Px---a		131	7	6	expl								
vъ	ⰲⱏ	vъ	v	Sa		131	8	9	case					1			
nasъ.	ⱀⰰⱄⱏ.	nasъ	nie	Pp1-pg		131	9	6	obl	lat							
																	
nъ`	ⱀⱏ̀	nъ	nъ	C		132	1	6	cc				But may there is always a liberation for us, because of our Lord (?)				
ʾizdrěšenie	҆ⰻⰸⰴⱃⱑⱎⰵⱀⰻⰵ	izdrěšenie	izdrěšenie	Nnsnn		132	2	6	nsubj								
věčь_noe	ⰲⱑⱍⱐ_ⱀⱁⰵ	věčъnoe	večen	Ansny		132	3	2	amod					1			
prïsno+	ⱂⱃⰹⱄⱀⱁ₊	prisno	prisno	R		132	4	6	advmod								
námъ+	ⱀⰰ́ⰿⱏ₊	namъ	nie	Pp1-pd		132	5	6	obl	iobj							
bǫdï.	ⰱⱘⰴⰹ.	bǫdi	bъda	Vmm-2se		132	6	0	root								
gï	ⰳⰹ	gi	Gospod	Nmsgi	Nmsvi	132	7	6	obl					1			
