text	Cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc					chunk	
w+	ѡ+	o	un	Pd-fsn		58	2	3	det	p_nom													
pain'žinǫ	паин͛жинѫ	păianjină	păianjen	Nfsny		58	3	7	obl					1									
de+	де+	de	de	S		58	4	5	case														
juštorь	ющорь	uștor	ușor	R		58	5	7	advmod														
le+	ле+	le	le	Pp3-pa		58	6	7	obj														
strika	стрика	strica	strica	Vmii3s		58	7	0	root														
ši	ши	și	și	C		58	8	10	cc														
le+	ле+	le	le	Pp3-pa		58	9	10	obj														
rǫsipïę.	рѫсипїѧ.	răsipia	risipi	Vmii3s		58	10	7	conj														
																							
ašę	ашѧ	așa	așa	R		59	1	5	advmod				that well he got into her nature			I sice ubo podvigšis' na estestvo i sice svoǫ ukrasi dšǫ, 							
de+	де+	de	de	S		59	2	3	case														
vine	вине	vine	bine	R		59	3	5	advmod					1									
sъ	съ	să	se 	Px---a		59	4	5	expl														
nevoi	невои	nevoi	nevoi	Vmia3s		59	5	0	root														
asupra	асꙋпра	asupra	asupra	S		59	6	7	case														
firen+	фирен+	firen	fire	Nfsnn		59	7	5	obl														
sale,	сале,	sale	sale	Afsd		59	8	7	amod														
																							
ši	ши	și	și	C		60	1	4	cc				and she embellished her soul so much that she got fullfilled with the word of David prophet.										
atъta+	атъта+	atîta 	atâta 	R		60	2	4	advmod														
šь	шь	șă	își	Px---d		60	3	4	obl	iobj													
îfrъ_mše	ꙟфръ_мше	înfrumușe	înfrumuseța	Vmii3s		60	4	0	root					1									
suflet+	сꙋфлет+	suflet	suflet	Nnsn		60	5	4	obj														
ulь,	ꙋль,	ul	ul	Pd-nsn		60	6	5	det	p_nom													
kъtь	къть	cît	cât	R		60	7	9	mark							jakož i na toi isplьniti sę prročьskoe ono,							
sъ+	съ+	să	se	Px---a		60	8	9	expl														
îplu	ꙟплꙋ	umple	umple	Vmip3s		60	9	4	advcl														
di+	ди+	di	din	S		60	10	12	case														
sǫ	сѫ	să	să	C		60	11	12	aux														
kuvъnt+	кꙋвънт+	cuvînt	cuvânt	Nnsnn		60	12	9	obl					1									
ul	ꙋл	ul	ul	Pd-nsn		60	13	12	det	p_nom													
prork+	прорк+	prorc	proroc	Nmsny		60	14	12	nmod														
ului	ꙋлꙋи	ului	ul	Pd-msd		60	15	14	det	p_nom													
dvdь.	двдь.	dvd	David	Nmsny		60	16	14	aposs														
																							
kъ+	къ+	că	că	C		61	1	2	mark				and because of that the celestial emperor loved her beauty			vьzždelěetь crь dobrotě tvoei.							
jubi	юби	iubi	iubi	Vmia3s		61	2	0	root														
îpǫrat+	ꙟпѫрат+	împărat	împărat	Nmsny		61	3	2	nsubj														
ulь	ꙋль	ul	ul	Pd-msn		61	4	3	det	p_nom													
čereskь	черескь	ceresc	ceresc	Amsn		61	5	3	amod														
frъm_sěcę	фръм_сѣцѧ	frumusețea	frumusețe	Nfson		61	6	2	obj					1									
ei.	еи.	ei	ea	Pp3fsd		61	7	6	nmod	poss													
																							
ku+	кꙋ+	cu	cu	S		62	1	2	case				she spent lots of years in wasteland with this goodness 										
ačěstę	ачѣстѧ	acestea	acestea	Pd-fpn		62	2	3	det	ext													
bunǫtǫci	бꙋнѫтѫци	bunătăți	bunătate	Nfpnn		62	3	4	obl														
petreku	петрекꙋ	petrecu	petrece	Vmia3s		62	4	0	root														
an	ан	an	an	Nmsnn		62	5	4	obl														
mulc"	мꙋлц"	mulț	mult	Ampn		62	6	5	amod					1									
î+	ꙟ+	î	în	S		62	7	8	case														
pustïe,	пꙋстїе,	pustie	pustiu	Nnsnn		62	8	4	obl														
																							
kъn'dь	кън͛дь	cînd	când	R		63	1	2	mark				And in one of the nights, as she gave herself to the prayer, as usual, she raised her hands with love towards heavens									6	Petka in Blachernae
fou	фоу	fu	fi	Vmia3s		63	2	8	advcl														
îtr+	ꙟтр+	într-	într-	S		63	3	5	case														
o+	о+	o	o	Pd-fsn		63	4	5	det	p_nom													
noapte.	ноапте.	noapte	noapte	Nfsn		63	5	2	obl														
děka	дѣка	deacă	dacă	C		63	6	8	mark														
sъdě	съдѣ	sădea	se	Px---a		63	7	8	expl					1									
de	де	de	da	Vmii3s		63	8	0	root														
pre+	пре+	pre	pe	S		63	9	10	case														
rugǫ	рꙋгѫ	rugă	rugă	Nfsn		63	10	8	obl														
kumu	кꙋмꙋ	cumu	cum	R		63	11	13	mark														
š'	ш͛	ș	se	Px---g		63	12	13	expl														
avě	авѣ	avea	avea	Vmii3s		63	13	8	advcl														
wbyčnǫ,	ѡбычнѫ,	obîcnă	obîcină	Nfsnn		63	14	13	obj														
ši+	ши+	și 	și 	C		63	15	29	cc														
mъnule	мънꙋле	mână	mână	Nfsnn		63	16	21	obj					1									
kъtrǫ	кътрѫ	cătră	cătră	S		63	17	18	case														
čerju	черю	ceriu	ceriu	Nnsnn		63	18	21	obl														
ku+	кꙋ+	cu	cu	S		63	19	20	case														
wmilnicǫ	ѡмилницѫ	umilință	umilință	Nfsnn		63	20	21	obl														
îtinsěse.	ꙟтинсѣсе.	întinsease	întinde	Vmil3s		63	21	8	conj														
																							
vъźou	въѕоу	văzu	vedea	Vmia3s		64	1	0	root				she saw a husky divine man in a very illuminated place where he came to her	1									
un'	ꙋн͛	un	un	Pd-msn		64	2	3	det	ext													
vonikь	воникь	vonic	voinic	Nmsny		64	3	1	obj														
dmźǫeskь	дмѕѫескь	dmzăiesc	dumnezeiesc	Amsn		64	4	3	amod														
prě+	прѣ+	prea	prea	R		64	5	6	advmod														
luminatь	лꙋминать	luminat	luminat	Amsn		64	6	4	conj														
unde+	ꙋнде+	unde 	unde 	R		64	7	8	mark														
veni	вени	veni	veni	Vmia3s		64	8	3	acl					1									
kъtrъ+	кътръ+	cătră	către	S		64	9	10	case														
n'sǫ,	н͛сѫ,	însă	însa	C		64	10	8	obl														
																							
ši	ши	și 	și 	C		65	1	2	cc				and he said like this										
źise	ѕисе	zise	zice	Vmia3s		65	2	0	root														
ašę.	ашѧ.	așa	așa	R		65	3	2	advmod														
																							
sъ	съ	să	să	C		66	1	2	aux	opt			leave the wasteland and go back to your farm										
laši	лаши	lași	lăsa	Vmip2s		66	2	0	root														
pustïa	пꙋстїа	pustia	pustiu	Nfson		66	3	2	obj							vgl. pustiu <br/> mitropolie							
ši	ши	și 	și 	C		66	4	10	cc					1									
la+	ла+	la	la	S		66	5	6	case														
mošïa	мошїа	moșia	moșie	Nfson		66	6	10	obl														
ta	та	ta	tău	Afsn		66	7	6	amod	poss													
sъ+	съ+	să	să	C		66	8	10	aux	opt													
te+	те+	te	te	Pp2-sa		66	9	10	expl														
îtorči.	ꙟторчи.	întorci	întoarce	Vmip2s		66	10	2	conj														
																							
kъ+	къ+	că	că	C		67	1	5	mark				because is it there the place where you have to leave your body to the soil										
akolo+	аколо+	acolo	acolo	R		67	2	5	advmod														
ci	ци	ți	tu	Pp2-sd		67	3	5	expl														
sъ+	съ+	să	să	C		67	4	5	aux	opt													
kade.	каде.	căde	cădea	Vmip3s		67	5	0	root					1									
sъ+	съ+	să	să	C		67	6	7	aux	opt													
laši	лаши	lăși 	lăsa	Vmip2s		67	7	5	advcl														
trup+	трꙋп+	trup	trup	Nnsnn		67	8	7	obj														
ulь	ꙋль	ul	ul	Pd-nsn		67	9	8	det	p_nom													
pǫmъnt+	пѫмънт+	pământ	pământ	Nnsnn		67	10	7	obl	iobj													
ului.	ꙋлꙋи.	ului	ul	Pd-nsd		67	11	10	det	p_nom													
																							
ši	ши	și	și	C		68	1	3	cc				and pass from this world to the land of the Lord, the one you have loved										
sъ+	съ+	să	să	C		68	2	3	aux	opt													
treči	тречи	treci	trece	Vmip2s		68	3	0	root														
di_î+	ди_ꙟ+	diî	din	S		68	4	6	case					1									
častǫ+	частѫ+	ceastă 	această 	Pd-fsn		68	5	6	det	ext													
lume,	лꙋме,	lume	lume	Nfsnn		68	6	3	obl														
kъtrǫ	кътрѫ	cătră	către	S		68	7	8	case														
dmźъu	дмѕъꙋ	Dmzău	Dumnezeu	Nmsny		68	8	3	obl														
čela	чела	cela	cela	Pd-msn		68	9	8	aposs														
č+	ч+	ce	ce	Pr		68	10	12	mark														
ai	aи	ai	avea	Vaip2s		68	11	12	aux	perf													
jubitь.	юбить.	iubit	iubit	Vmpa		68	12	9	acl					1									
																							
Ačasta	Ачаста	aceasta	această	Pd-fsn		69	1	2	det	ext			because the Saint saw this vision										
viděnïe	видѣнїе	videanie	vedenie	Nfsnn		69	2	5	obj														
svъnta	свънта	sfînta	sfîntă	Nfsoy		69	3	5	nsubj														
děka	дѣка	deacă	dacă	C		69	4	5	advmod														
vǫźu.	вѫѕꙋ.	văzu	vedea	Vmia3s		69	5	0	root														
																							
pričepou	причепоу	pricepu	pricepe	Vmia3s		70	1	0	root				she understood that it was an apparition from God	1									
kǫ+	кѫ+	că	că	C		70	2	3	mark														
jaste	ꙗсте	este	fi	Vmip3s		70	3	1	ccomp														
arǫtare	арѫтаре	arătare	arătare	Nfsnn		70	4	3	obl	pred													
de+	де+	de	de	S		70	5	7	case														
la	ла	la	la 	S		70	6	7	case														
dmźъu.	дмѕъꙋ.	dmzău	Dumnezeu	Nmsny		70	7	3	obl														
																							
pъrě+	пърѣ	părea	părea	Vmii3s		71	1	0	root				On one hand she was satisfied by leaving her body, but on the other hand she was feeling revolted by leaving the wasteland 										
i	и	i	ea	Pp3-sd		71	2	1	obl	iobj													
bine	бине	bine	bine	R		71	3	1	advmod														
î_tr+	ꙟ_тр+	într-	într-	S		71	4	6	case					1									
un+	ꙋн+	un	un	Pd-nsn		71	5	6	det	ext													
kipь	кипь	chip	chip	Nnsnn		71	6	1	obl														
pentru	пентрꙋ	pentru	pentru	S		71	7	8	case														
despǫrcirě	деспѫрцирѣ	despărțirea	despărțire	Nfson		71	8	1	obl														
trup+	трꙋп+	trup	trup	Nnsnn		71	9	8	nmod														
ului.	ꙋлꙋи.	ului	ul	Pd-nsd		71	10	9	det	p_nom													
într+	ꙟнтр+	într	într	S		71	11	13	case					1									
al_tь	ал_ть	alt	alt	Ansn		71	12	13	amod														
kipь	кипь	chip	chip	Nnsnn		71	13	15	obl														
sъ+	съ+	să	se	C		71	14	15	expl														
skrъbïa.	скръбїа.	scîrbia	scârbi	Vmii3s		71	15	1	conj														
pentru	пентрꙋ	pentru	pentru	S		71	16	17	case														
pǫrǫsirę	пѫрѫсирѧ	părăsirea	părăsire	Nfson		71	17	15	obl														
pustïe+	пꙋстїе+	pustie	pustiu	Nfsnn		71	18	17	nmod					1									
i.	и.	i	ul	Pd-fsn		71	19	18	det	p_nom													
																							
însǫ	ꙟнсѫ	însă	însă	C		72	1	6	cc				even though she didn't want it, she left the wasteland and she came back to the world and she came to Țarigrad										
ši	ши	și 	și 	C		72	2	6	cc														
fǫrǫ	фѫрѫ	fără 	fără 	S		72	3	5	case														
de+	де+	de	de	S		72	4	5	case														
voe	вое	voie	voie	Nfsnn		72	5	6	obl														
lǫsǫ	лѫсѫ	lăsă	lăsa	Vmia3s		72	6	0	root														
pustïę	пꙋстїѧ	pustia	pustiu	Nfson		72	7	6	obj														
ši	ши	și 	și 	C		72	8	10	cc														
sъ+	съ+	să	se	C		72	9	10	expl														
îtoar_sǫ	ꙟтоар_сѫ	întoarsă	întoarce	Vmia3s		72	10	6	conj					1									
î+	ꙟ+	î	în	S		72	11	12	case														
lume,	лꙋме,	lume	lume	Nfsnn		72	12	10	obl														
ši	ши	și 	și 	C		72	13	16	cc														
la	ла	la 	la 	S		72	14	15	case														
Crigradь	Цриградь	Țarigrad	Țarigrad	Nmsnn		72	15	16	obl														
veni.	вени.	veni	veni	Vmai3s		72	16	10	conj														
																							
ši+	ши+	și 	și 	C		73	1	2	cc				and she went to the Holy Mother's church that it is in Vlaherna 										
měrse	мѣрсе	mearse	merge	Vmai3s		73	2	0	root														
î	ꙟ	î	în 	S		73	3	5	case					2									
î+	ꙟ+	î	în 	S		73	4	5	expl		50	/img/varlaam/cazania50.jpg											
besěreka	бесѣрека	besearică	biserică	Nfsnn		73	5	2	obl	lat													
prěčiste+	прѣчисте+	preciste	precistă	Nfsdy		73	6	5	nmod														
i	и	i	ul	Pd-fsd		73	7	6	det	p_nom													
če+	че+	ce	ce	Pr		73	8	9	mark														
jaste	ꙗсте	este	fi	Vmip3s		73	9	5	acl														
î+	ꙟ+	î	în 	S		73	10	11	case														
vlaxerna.	влахерна.	vlaherna	Vlaherna	Nfsnn		73	11	9	obl	loc													
																							
ši	ши	și 	și 	C		74	1	7	cc				and she fell in front of the icon of the Holy Mother	1									
kъtrǫ	кътрѫ	către	către	S		74	2	3	case														
Ikoana	Икоана	icoana	icoană	Nfson		74	3	7	obl														
svencïe+	свенцїе+	sfinție	sfinție	Nfsnn		74	4	3	nmod														
i+	и+	i	ul	Pd-fsd		74	5	4	det	p_nom													
sale	сале	sale	său	Afsd		74	6	4	amod	poss													
kъźu,	къѕꙋ,	căzu	cădea	Vmia3s		74	7	0	root														
																							
ši	ши	și 	și 	C		75	1	5	cc				and with tears in her eyes  she was praying like this										
ku+	кꙋ+	cu	cu	S		75	2	3	case														
lakrǫ_mi	лакрѫ_ми	lacrimi	lacrimă	Nfpnn		75	3	5	obl					1									
sъ+	съ+	să	se	Px---a		75	4	5	expl														
ruga	рꙋга	ruga	ruga	Vmii3s		75	5	0	root														
ašę	ашѧ	așa	așa	R		75	6	5	advmod														
																							
ši	ши	și 	și 	C		76	1	2	cc				and she says										
źičę.	ѕичѧ.	zice	zice	Vmip3s		76	2	0	root														
																							
Despoitoare	Деспоитоаре	despuietoare	despuietor	Nfsny		77	1	15	vocative				Master of the world, mother of the Jesus Christ of my Lord, I have put all my hope in you, Holy Virgin										
lumïe"	лꙋмїе"	lumiei	lume	Nfsnn		77	2	1	nmod					1									
maika	маика	maica	maică	Nfsoy		77	3	1	aposs														
lui	лꙋи	lui	lui	Pd-msn		77	4	5	det	poss													
ıs	ıс	Is	Iisus	Nmsny		77	5	3	nmod														
xs	хс	Hs	Hristos	Nmsny		77	6	5	flat														
dmźъu+	дмѕъꙋ+	dmzъu	dumnezeu	Nmsny		77	7	5	aposs														
lui	лꙋи	lui	ul	Pd-msn		77	8	7	det	p_nom													
mïeu	мїеꙋ	mieu	meu	Amsn		77	9	7	amod	poss													
toatǫ	тоатѫ	toată	tot	Afsn		77	10	11	amod														
nedě_ždę	недѣ_ждѧ	nedeajdea	nădejde	Nfson		77	11	15	obj					1									
mę	мѧ	mea	mea	Afsn		77	12	11	amod	poss													
w+	ѡ+	o	o	Pd3fsa		77	13	15	expl														
amь	амь	am	am	Vaip1s		77	14	15	aux	perf													
pusь	пꙋсь	pus	pus	Vmpa		77	15	0	root														
pre+	пре+	pre	pe	S		77	16	17	case														
tine	тине	tine	tine	Pp2-sa		77	17	15	obl														
fečoarǫ.	фечоарѫ.	fecioară	fecioară	Nfsny		77	18	15	vocative														
																							
nu+	нꙋ+	nu	nu	Qz		78	1		advmod				don't shed yourself of me, don't shed yourself of a poor human like me, don't be disgusted by you slave???										
mǫ	мѫ	mă	mă	Pp1sa		78	2		expl					1									
lepǫda	лепѫда	lepăda	lepăda	Vmm-2s		78	3		root														
pre+	пре+	pre	pe	S		78	4		case														
w+	ѡ+	o	o	Pd-fsn		78	5		det	p_nom													
sǫrakǫ	сѫракѫ	săracă	săracă	Nfsny		78	6		obj														
ka+	ка+	ca	ca	C		78	7		case														
mene,	мене,	mine	mine	Pp1-sa		78	8		obl/nmod														
nu+	нꙋ+	nu	nu	Qz		78	9		advmod														
te+	те+	te	te	Px		78	10		expl														
oskrъbi	оскръби	oscîrbi	oscîrbi	Vmm-2s		78	11		conj														
de	де	de	de	S		78	12		case					1									
šarba+	шарба+	șărba	șărba	Nfsny		78	13		obl														
ta,	та,	ta	ta	Afsn		78	14		amod	poss													
kъ+	къ+	că	că	C		78	15		mark														
di	ди	di	din 	S		78	16		case														
îtinerěce+	ꙟтинерѣце+	tinereațe	tinerețe	Nfpnn		78	17		obl														
le	ле	le	ul	Pd-fpn		78	18		det	p_nom													
měle	мѣле	meale	mele	Afpn		78	19		amod	poss													
ounuę	оунꙋѧ	unuia	unui	Pd-msn		78	20		det														
nǫ_skutь	нѫ_скꙋть	născut	naște	Amsn	Vmpa	78	21		aposs					1									
fïju+	фїю+	fiu	fiu	Nmsny		78	22		obl	iobj													
lui	лꙋи	lui	ul	Pd-msd		78	23		det	p_nom													
tǫu.	тѫꙋ.	tău	tău	Amsd		78	24		amod	poss													
																							
am'	ам͛	am	am	Vaip1s		79	1	2	aux	perf			I have travelled, you know, Holy Virgin, the women's nature helplessness 										
kǫlǫtoritь,	кѫлѫторить,	călătorit	călători	Vmpa		79	2	0	root														
štïi	щїи	ști	ști	Vmip2s		79	3	2	conj														
fe_čoarǫ	фе_чоарѫ	fecioară	fecioară	Nfsny		79	4	3	vocative					1									
neputinca	непꙋтинца	neputința	neputință	Nfson		79	5	3	obj														
firei	фиреи	fire	fire	Nfsdn		79	6	5	nmod														
i	и	i	ul	Pd-fsd		79	7	6	det	p_nom													
muerešti.	мꙋерещи.	muierești	muierești	Afsd		79	8	6	amod														
																							
štïi	щїи	ști	ști	Vmip2s		80	1	0	root				you know the aversion of my soul										
skrъba	скръба	scîrba	scârbă	Nfson		80	2	1	obj					1									
suflet+	сꙋфлет+	suflet	suflet	Nnsnn		80	3	2	nmod														
ului	ꙋлꙋи	ului	ul	Pd-nsd		80	4	3	det	p_nom													
mïeu.	мїеꙋ.	meu	meu	Ansd		80	5	3	amod	poss													
																							
n+	н+	n-	n-	Qz		81	1	2	advmod				I don't have another hope, I don't have another roof										
am'	ам͛	am	am	Vmip1s		81	2	0	root														
altǫ	алтѫ	altă	altă	Afsn		81	3	4	amod														
neděžde,	недѣжде,	nedeajde	nădejde	Nfsnn		81	4	2	obj														
																							
n+	н+	n-	n-	Qz		82	1	2	advmod														
am'	ам͛	am	am	Vmip1s		82	2	0	root					1									
altь	алть	alt	alt	Ansn		82	3	4	amod														
akoperemъntь.	акоперемънть.	acoperemînt	acoperămînt	Nnsnn		82	4	2	obj														
																							
tu+	тꙋ+	tu	tu	Pp2-sn		83	1	3	nsubj				you be my guide										
m'	м͛	m	îmi	Pp1-sd		83	2	3	obl	iobj													
fïi	фїи	fii	fi	Vmm-2s		83	3	0	root														
îdireptǫto_are.	ꙟдирептѫто_аре.	îndreptătoare	îndreptător	Afsn		83	4	3	obl	pred				1									
																							
tu+	тꙋ+	tu	tu	Pp2-sn		84	1	3	nsubj				you be useful to me and my life's guardian										
m+	м+	m	îmi	Pp1-sd		84	2	3	obl	iobj													
xïi	хїи	hii	fi	Vmm-2s		84	3	0	root														
folositoare.	фолоситоаре.	folositoare	folositor	Afsn		84	4	1	obl	pred													
ši	ши	și	și 	C		84	5	10	cc														
a+	а+	a 	a 	Ps-fsn		84	6	8	det	poss													
toatǫ	тоатѫ	toată	toată	Afsn		84	7	8	amod														
vïaca	вїаца	viață	viață	Nfsnn		84	8	10	obl	iobj				1									
mę	мѧ	mea	mea	Afsn		84	9	8	amod	poss													
sokotitoare.	сокотитоаре.	socotitoare	socotitor	Afsn		84	10	3	conj														
																							
kъ+	къ+	că	că	C		85	1	4	mark				because while I was in wasteland I had your help, 										
pǫnǫ+	пѫнѫ+	pînă	până	S		85	2	4	advmod														
am'	ам͛	am	am	Vaip1s		85	3	4	aux	perf													
îmblat	ꙟмблат	îmblat	îmbla	Vmap		85	4	10	advcl														
î+	ꙟ+	în	în	S		85	5	6	case														
pustïe	пꙋстїе	pustie	pustiu	Nnsnn		85	6	4	obl					1									
pre+	пре+	pre	pe	S		85	7	8	case														
tine	тине	tine	tine	Pp2-sa		85	8	10	obj														
am'	ам͛	am	am	Vaip1s		85	9	10	aux														
avutь	авꙋть	avut	avea	Vmap		85	10	0	root	perf													
aџutorju	аџꙋторю	ajutorju	ajutor	Nnson		85	11	10	obl														
																							
jarǫ	ꙗрѫ	iară	iar	C		86	1	6	cc				and now if I come back to the world, I don't need the help of other people, but yours.										
akmu	акмꙋ	acmu	acum	R		86	2	6	advmod														
děka+	дѣка+	dacă	dacă	C		86	3	6	mark					1									
m+	м+	m	eu	Pp1-sa		86	4	6	expl														
am	ам͛	am	avea	Vaip2s		86	5	6	aux														
î_toreь	ꙟ_тореь	întoarce	întoarce	Vmn		86	6	13	advcl														
î+	ꙟ+	în	în	S		86	7	8	case														
lume.	лꙋме.	lume	lume	Nfsnn		86	8	6	obl														
če	че	ce	ce	Pr		86	9	13	mark														
aџjutorju	аџюторю	ajutorju	ajutor	Nnson		86	10	13	obj														
altwre	алтѡре	altore	altor	Afsd		86	11	12	amod														
lumi	лꙋми	lumi	lume	Nfsdn		86	12	13	nmod														
trebu_ęšte	требꙋ_ѧще	trebuiește	trebui	Vmip3s		86	13	0	conj					1									
fǫrǫ	фѫрѫ	fără	fără	S		86	14	16	case														
de+	де+	de	de	S		86	15	16	case														
tine.	тине.	tine	tine	Pp2-sa		86	16	13	obl														
																							
deči	дечи	deci 	deci 	C		87	1	4	cc				so now, master, guide me to the end of my life, because I don't have another hope										
akmu	акмꙋ	acmu	acum	R		87	2	4	advmod														
despuitoare.	деспꙋитоаре.	despuitoare	despuitor	Nfsv		87	3	4	vocative					1									
îdireptęźǫmǫ	ꙟдирептѧѕѫмѫ	îndrepteazămă	îndrepta	Vmm-2s		87	4	0	root														
mǫ	мѫ	mă	eu	Pp1-sa		87	5	4	obj														
pъnъ	пънъ	pînă	pînă	S		87	6	8	case														
la+	ла+	la	la	S		87	7	8	case														
svъršit+	свършит+	sfîrșit	sfîrșit	Nnsn		87	8	4	obl	lat													
ulь	ꙋль	ul	ul	Pd-nsn		87	9	8	det	p_nom													
vïece+	вїеце+	viețe	viață	Nfsdn		87	10	8	nmod														
i	и	i	ul	Pd-fsd		87	11	10	det	p_nom													
mě_le	мѣ_ле	meale	mele	Afsd		87	12	10	amod	poss				1									
kъ+	къ+	că	că	C		87	13	17	mark														
altǫ	алтѫ	altă	altă	Afsn		87	14	15	amod														
neděže+	недѣже+	nedeaje	nădejde	Nfsnn		87	15	17	obj														
nu+	нꙋ+	nu	nu	Qz		87	16	17	advmod														
amь.	амь.	am	avea	Vmip1s		87	17	4	advcl														
																							
Ašę+	Ашѧ+	așa	așa	R		88	1	7	advmod				she prayed like that with all her soul 									7	Death of Petka
ku+	кꙋ+	cu	cu	S		88	2	4	case														
totь	тоть	tot	tot	Ansn		88	3	4	amod														
sufle_t+	сꙋфле_т+	suflet	suflet	Nnsnn		88	4	7	obl					1									
ulь	ꙋль	ul	ul	Pd-nsn		88	5	4	det	p_nom													
sъ+	съ+	să	se	Px---a		88	6	7	expl														
rugǫ.	рꙋгѫ.	rugă	ruga	Vmia3s		88	7	0	root														
																							
ši	ши	și	și	C		89	1	6	cc				and she went back to the farm 										
la+	ла+	la	la	S		89	2	3	case														
mošïę	мошїѧ	moșie	moșie	Nfsnn		89	3	6	obl														
sa	са	sa	sa	Afsn		89	4	3	amod	poss													
sъ+	съ+	să	se	Px---a		89	5	6	expl														
duse	дꙋсе	duse	duce	Vmia3s		89	6	0	root														
																							
ši+	ши+	și	și	C		90	1	6	cc				and she did not stay much time there 										
akolo	аколо	acolo	acolo	R		90	2	6	advmod					1									
nu+	нꙋ+	nu	nu	Qz		90	3	4	advmod														
multǫ	мꙋлтѫ	mult	mult	Afsn		90	4	5	amod														
vrěme	врѣме	vreame	vreme	Nfsnn		90	5	6	obl														
petreku	петрекꙋ	petrecu	petrece	Vmia3s		90	6	0	root														
																							
trudǫ	трꙋдѫ	trudă	trudă	Nfsnn		91	1	8	obj				labour after labour and pain after pain she added										
kǫtrъ	кѫтръ	cătră	către	S		91	2	3	case														
trudǫ.	трꙋдѫ.	trudă	trudă	Nfsnn		91	3	1	nmod					1									
ši	ши	și	și	C		91	4	5	cc														
durěre	дꙋрѣре	dureare	durere	Nfsnn		91	5	1	conj														
kъtrǫ	кътрѫ	cătră	către	S		91	6	7	case														
durěre	дꙋрѣре	dureare	durere	Nfsnn		91	7	5	nmod														
adǫoџě.	адѫоџѣ.	adăogea	adăuga	Vmii3s		91	8	0	advcl														
																							
ku+	кꙋ+	cu	cu	S		92	1	2	case				she was embellishing herself by fasting and not sleeping										
po_stь	по_сть	post	post	Nnsnn		92	2	10	obl					1									
ši	ши	și	și	C		92	3	6	cc														
ku+	кꙋ+	cu	cu	S		92	4	6	case														
ne+	не+	ne	ne	Qz		92	5	6	advmod														
dormire	дормире	dormire	dormire	Nfsnn	Vmp	92	6	2	conj														
pre+	пре+	pre	pe	S		92	7	8	case														
sine	сине	sine	sine	Px---o		92	8	10	obj														
sъ	съ	să	se	Px---a		92	9	10	expl														
îfrъmseca.	ꙟфръмсеца.	înfrumseța	înfrumuseța	Vmii3s		92	10	0	root					1									
																							
Vrěme+	Врѣме+	vreme	vreme	Nfsnn		93	1	4	nsubj				not a long time after										
multǫ	мꙋлтѫ	multă	multă	Afsn		93	2	1	amod														
děka	дѣка	deaca	dacă	C		93	3	4	advmod														
treku.	трекꙋ.	trecu	trece	Vmia3s		93	4	0	root														
																							
štïu	щїꙋ	știu	ști	Vmip1s	Vmia3s	94	1	0	root				she knew before about her death 										
de+	де+	de	de	S		94	2	3	case														
moartę	моартѧ	moarte	moarte	Nfsnn		94	3	1	obl														
sa	са	sa	sa	Afsn		94	4	3	amod	poss				1									
mai	маи	mai	mai	R		94	5	6	advmod														
denainte	денаинте	denainte	dinainte	R		94	6	7	case														
vrěme.	врѣме.	vreame	vreme	Nfsnn		94	7	1	obl														
																							
ši	ши	și	și	C		95	1	4	cc				and she came back to pray										
ačïiš'	ачїиш͛	aciiș	aciiși 	R		95	2	4	advmod														
sъ+	съ+	să	se	Px---a		95	3	4	expl														
îtoarsъ	ꙟтоарсъ	întoarsă	întoarce	Vmia3s		95	4	0	conj														
spe	спе	spe	spre	S		95	5	6	case														
rugǫ.	рꙋгѫ.	rugă	rugă	Vmia3s		95	6	4	obl					1									
																							
ši	ши	și 	și 	C		96	1	6	cc				and with her tears she wet the soil 										
ku+	кꙋ+	cu	cu	S		96	2	3	case														
lakrъmi	лакръми	lacrămi	lacrimă	Nfpnn		96	3	6	obl														
pǫmъnt+	пѫмънт+	pămînt	pămînt	Nnsnn		96	4	6	obj														
ul	ꙋл	ul	ul	Pd-nsn		96	5	4	det	p_nom													
uda	ꙋда	uda	uda	Vmii3s		96	6	0	conj														
																							
ši	ши	și 	și 	C		97	1	4	cc				and she was praying like this and saying										
ašę	ашѧ	așa	așa	R		97	2	4	advmod					1									
sъ+	съ+	să	se	Px---a		97	3	4	expl														
ruga	рꙋга	ruga	ruga	Vmii3s		97	4	0	root														
de+	де+	de 	de 	S		97	5	6	mark														
źičę.	ѕичѧ.	zice	zice	Vmip3s		97	6	4	advcl														
																							
jubitorju	юбиторю	iubitorju	iubitor	Nmsoy		98	1	8	vocative				human lover, master, Lord Jesus Christ , look after me from your place above 										
de+	де+	de	de	S		98	2	3	case														
wameni	ѡамени	oameni	om	Nmsny		98	3	2	nmod														
despunto_are	деспꙋнто_аре	despuitoare	despuitor	Nfsvy		98	4	8	vocative					1									
doamne	доамне	doamne	domn	Nmsvy		98	5	8	vocative														
Isѵ	Исѵ	Isu	Iisus	Nmsny		98	6	5	aposs														
Xse.	Хсе.	Hse	Hristos	Nmsny		98	7	6	flat														
kawtǫ	каѿѫ	căută	căuta	Vmm-2s		98	8	0	root														
diî+	диꙟ+	din	din	S		98	9	10	case														
lъkaš+	лъкаш+	lăcaș	locaș	Nnsnn		98	10	9	obl														
ulь	ꙋль	ul	ul	Pd-nsn		98	11	10	det	p_nom													
