text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
na+	на+	na	na	Sl		83	7	8	case														
stlь´pě	стль́пѣ	stlъpě	stъlp	Nmsln		83	8	9	obl	loc													
bezь_mlь´stvoujuštu.	безь_мль́ствоующꙋ.	bezъmlъstvoujuštu	bezmlъvьstvovati	Vmpp-sia	Amsdn	83	9	15	advcl					1									
í+	и́+	i	i	C		83	10	14	cc														
sébě	се́бѣ	sebě	se	Px---g		83	11	14	obj														
í+	и́+	i	i	C		83	12	13	amod														
bvì	бвѝ	bvi	bog	Nmsdy		83	13	14	obl	iobj													
vьníma_juštouʺ.	вьни́ма_ющоу̏.	vъnimajuštou	vъnimati	Vmpp-sia	Amsdn	83	14	9	conj					1									
sloúči+	слоу́чи+	slouči	sluča	Vmia3se		83	15	0	root				a sailor, who was suffering from a dire illness, died (ʺit happend to one sailor...to dieʺ)										
se	се	se	se	Px---a		83	16	15	expl														
kórabnikou	ко́рабникоу	korabnikou	korabnik	Nmsdy		83	17	15	obl	iobj													
ně´ko_jemu	нѣ́ко_ѥмꙋ	někojemu	někoi	Amsdy		83	18	17	amod	det				1									
nedoúgomь	недоу́гомь	nedougomъ	nedъg	Nmsin		83	19	21	obl														
ljútyʺmъ	лю́ты̏мъ	ljutimъ	ljut	Amsiy		83	20	19	amod														
bolě´v'šou	болѣ́в͛шоу	bolěvšou	boleja	Vmpa-sia	Amsdn	83	21	17	acl					1									
skón'čati+	ско́н͛чати+	skončati	sъkonьčati	Vmn---e		83	22	15	advcl														
se,	се,	se	se	Px---a		83	23	22	expl														
í+	и́+	i	i	C		83	24	27	cc				and he was thrown somewhere over there (ʺand to be thrown thereʺ)										
touʺ	тоу̏	tou	tu	Pr		83	25	28	advmod														
ně´gdè	нѣ́гдѐ	něgde	někъde	R	Pi---n	83	26	25	fixed	det													
povrь´ženu	поврь́женꙋ	povrъženu	povrěšti	Vmpa-se	Amsdn	83	27	22	conj	pass				1									
býti.	бы́ти.	biti	sъm	Van---i		83	28	27	aux	pass													
																							
Načét+	Наче́т+	Načet	načna	Vmia3se		84	1	4	aux				and terrible stench began to come out			načęti + inf: cf. Lunt 2001:103							
že	же	že	že	Qd		84	2	4	cc														
smrádь	смрáдь	smradъ	smrad	Nmsnn		84	3	4	nsubj														
ísxóditi	и́схо́дити	isxoditi	izxodja	Vmn---i		84	4	0	root					1									
bez'mě´r'nь,	без͛мѣ́р͛нь,	bezměrnъ	bezmeren	Amsnn		84	5	3	amod														
jáko	ꙗ́ко	jako	jako (2)	C		84	6	10	mark				not allowing to pass anyone, who would close by (ʺby his wayʺ)										
ne+	не+	ne	ne	Qz		84	7	8	advmod														
vьz'móšti	вьз͛мо́щи	vъzmošti	vъzmošti	Vmn---e		84	8	10	aux														
nikómuže	нико́мꙋже	nikomuže	nikъtože	Pz---d		84	9	10	obl	iobj				1									
mínouti	ми́ноути	minouti	mina	Vmn---e		84	10	4	advcl														
íže	и́же	iže	iže	Pr-msn		84	11	14	mark														
blízь	бли́зь	blizъ	blizo	R		84	12	14	advmod														
touʺ	тоу̏	tou	tu	R		84	13	12	appos														
priblýžaju_štïim'+	приблы́жаю_щїим͛+	približajuštiim	približa	Vmpp-sia	Amsiy	84	14	16	acl					1									
se	се	se	se	Px---a		84	15	14	expl														
poútemь.	поу́темь.	poutemъ	pǫt	Nmsin		84	16	10	obl														
ne+	не+	ne	ne	Qz		84	17	18	amod				and not only for them										
tь´čiju+	ть́чию+	tъčiju	tъčijǫ	R		84	18	9	amod														
že,	же,	že	že	Qd		84	19	18	cc														
nьʺ	нь̏	nъ	no	C		84	20	22	cc				but it was also impossible for the hermit to withstand that stench	2									
i+	и+	i	i	C		84	21	20	fixed		196r	/img/petka/000395.jpg											
stlь´p'nikou	стль́п͛никоу	stlъpnikou	stъlpnik	Nmsdy		84	22	9	conj														
wt+	ѿ+	ot	ot	Sg		84	23	24	case														
éže	е́же	eže	iže	Pr-nsn		84	24	31	mark														
ne+	не+	ne	ne	Qz		84	25	26	advmod														
móšti	мо́щи	mošti	moga	Vmn---i		84	26	31	aux														
ne+	не+	ne	ne	Qz		84	27	28	amod														
sьtrь´pi_màgo	сьтрь́пи_мàго	sъtrъpimago	stъrpja	Amsgy	Vmpp-se	84	28	20	amod					1									
smráda	смрáда	smrada	smrad	Nmsgn		84	29	31	obj														
w´nógò	ѡ́но́го̀	onogo	on	Pd-msg		84	30	29	det	p_nom													
trь´pěti.	трь́пѣти.	trъpěti	tъrpja	Vmn---i		84	31	22	acl														
ponoú_ždaenou	поноу́_ждаеноу	ponouždaenou	ponuždati	Vmpa-si	Amsdn	84	32	22	acl	pass			so (much) that he had to step down from (his) pillar	1									
býv'šou	бы́в͛шоу	bivšou	sъm	Vapa-sia	Amsdn	84	33	32	aux	pass													
wt+	ѿ+	ot	ot	Sg		84	34	35	case														
stlьpa	стльпа	stlъpa	stъlp	Nmsgn		84	35	36	obl	abl													
sьníti.	сьни́ти.	sъniti	sъniti	Vmn---e		84	36	32	advcl					1									
jákóže	ꙗ́ко́же	jakože	jakože	C		84	37	40	mark				to command somebody to dig a deep grave										
í	и́	i	i	C		84	38	40	advmod														
ně´kyʺmь	нѣ́кы̏мь	někimъ	někoi	Ampiy		84	39	40	obl	iobj													
povélěti,	пове́лѣти,	povelěti	povelja	Vmn---e		84	40	36	advcl														
rw´vъ	рѡ́въ	rovъ	rov	Nmsnn		84	41	42	obj					1									
ískópati	и́ско́пати	iskopati	izkopaja	Vmn---e		84	42	40	advcl														
glь´bokь,	гль́бокь,	glъbokъ	glǫbok	Amsnn		84	43	41	amod														
í+	и́+	i	i	C		84	44	48	cc				and to throw there that stinking corpse										
smrь´deštïi	смрь́дещїи	smrъdeštii	smъrdja	Amsny	Vmpp-sia	84	45	49	amod														
w´nь`	ѡ́нь̀	onъ	on	Pd-msn		84	46	45	det	p_adj				1									
támo	тáмо	tamo	tamo	R	Pr---a	84	47	48	advmod														
vьvr´gnuti	вьвр́гнꙋти	vъvrgnuti	vъvrъgnǫti	Vmn---e		84	48	40	conj														
troúpь.	троу́пь.	troupъ	trup	Nmsnn		84	49	48	obj														
																							
w´ní+	ѡ́ни́+	oni	oni	Pp3-pn		85	1	7	nsubj				and they, accepting the task seriously, hasted in their work										
že	же	že	že	Qd		85	2	7	cc														
sь	сь	sъ	s	Si		85	3	4	case					1									
oúsrь´dnjemь	оу́срь́днѥмь	ousrъdnjemъ	usъrdie	Nnsin		85	4	6	obl														
povelěn'nojè	повелѣн͛ноѥ̀	povelěnnoje	povelja	Ansny	Vmpa-se	85	5	6	obj	pass													
prijem'še,	приѥм͛ше,	prijemše	priema	Vmpp-pea		85	6	7	advcl					1									
oúspě´vaʺxu	оу́спѣ́ва̏хꙋ	ouspěvaaxu	uspjavam	Vmii3pi		85	7	0	root														
vь+	вь+	vъ	v	Sl		85	8	9	case														
dě´lě.	дѣ́лѣ.	dělě	delo	Nnsln		85	9	7	obl	loc													
																							
Vъ+	Въ+	vъ	v	Sl		86	1	2	case				as they were working on it										
síxь	си́хь	sixъ	sii	Pd--pg		86	2	5	obl	loc													
oúbò	оу́бо̀	oubo	ubo	C		86	3	10	cc					1									
tě´mь	тѣ́мь	těmъ	tě	Pp3-pd		86	4	5	nsubj														
oúprážnjajuštim'+	оу́прáжнꙗющим͛+	oupražnjajuštim	upražnjavam	Vmpp-pia	Ampdy	86	5	10	advcl														
se	се	se	se	Px---a		86	6	5	expl														
í+	и́+	i	i	C		86	7	9	cc				and as they were making the grave deep (already)										
rw´vь	рѡ́вь	rovъ	rov	Nmsnn		86	8	9	obj														
oúglь´_bljavajuštimь.	оу́гль́_блꙗвающимь.	ouglъbljavajuštimъ	uglǫběvati	Vmpp-pia	Ampdy	86	9	5	conj					1									
Wbrě´toše	Ѡбрѣ́тоше	obrětoše	obrěsti	Vmia3pe		86	10	0	root				they found a body laying in the earth										
tělo	тѣло	tělo	tělo	Nnsnn		86	11	10	obj														
vь	вь	vъ	v	Sl		86	12	13	case					1									
zémlì	зе́млѝ	zemli	zemlja	Nfsdn		86	13	14	obl	loc													
léžoušte,	ле́жоуще,	ležoušte	leža	Vmpp-sia	Ansnn	86	14	11	acl														
tljú+	тлю́+	tlju	tlja	Nfsan		86	15	18	obj				which wasn't rotten (ʺdid not start to rot in any wayʺ)										
že	же	že	že	Qd		86	16	18	cc														
nikákože	никáкоже	nikakože	nikakože	Pz		86	17	18	advmod					1									
pwdjem'še.	пѡдѥм͛ше.	podjemše	podema	Vmpa-sea	Ansnn	86	18	14	conj														
																							
Oúžásni+	оу́жáсни+	oužasni	užasja	Vmpa-se	Ampnn	87	1	10	advcl	pass			(Even if) they were amazed and filled with wonder, they did not comprehend what happened.										
že	же	že	že	Qd		87	2	10	cc														
býv'še	бы́в͛ше	bivše	sъm	Vapa-pia	Ampnn	87	3	1	aux	pass													
i+	и+	i	i	C		87	4	7	cc														
čjúdese	чю́десе	čjudese	čudo	Nnsgn		87	5	7	nsubj					1									
koúpno	коу́пно	koupno	kupno	R		87	6	7	advmod														
ísplь´n'še+	и́спль́н͛ше+	isplъnše	izpъlnja	Vmpa-sea	Ansnn	87	7	1	conj														
se,	се,	se	se	Px---a		87	8	7	expl														
ne+	не+	ne	ne	Qz		87	9	10	advmod														
dooúmě´vàxu+	дооу́мѣ́вàхꙋ+	doouměvaxu	douměti	Vmii3pe		87	10	0	root														
se	се	se	se	Px---a		87	11	10	expl					1									
w+	ѡ+	o	o (2)	Sl		87	12	13	case														
sьlučь´šïim'+	сьлꙋчь́шїим͛+	sъlučъšiim	sluča	Vmpa-sea	Ansin	87	13	10	advcl														
se.	се.	se	se	Px---a		87	14	13	expl														
																							
w´báče	ѡ́бáче	obače	obače	C		88	1	25	cc				but as they were unexperienced and stupid (ʺwere not wiseʺ)										
jáko	ꙗ́ко	jako	jako (2)	R		88	2	4	mark														
ne+	не+	ne	ne	Qz		88	3	4	amod														
ískoú_snì	и́скоу́_снѝ	iskousni	izkusen	Ampnn		88	4	18	advcl					1									
í+	и́+	i	i	C		88	5	7	cc														
ne+	не+	ne	ne	Qz		88	6	7	advmod														
vě´žde	вѣ́жде	věžde	věděti	Vmpp-sia	Amsnn	88	7	4	conj														
soúšte.	соу́ще.	soušte	sъm	Vapp-pia	Ampnn	88	8	7	cop														
sъloúčьšeje+	сълоу́чьшеѥ+	sъloučъšeje	sluča	Vmpa-sea	Ansny	88	9	18	obj				looking upon what happened as if it were something little (ʺand nothingʺ)										
se	се	se	se	Px---a		88	10	9	expl					1									
jákóže	ꙗ́ко́же	jakože	jakože	R		88	11	17	mark														
ně´koujù	нѣ́коую̀	někouju	někoi	Afsay		88	12	17	amod	det													
málu	мáлꙋ	malu	malo	Afsan		88	13	17	amod														
í+	и́+	i	i	C		88	14	16	mark														
ničésože	ниче́соже	ničesože	ničьtože	Pz---g		88	15	16	obl	pred													
soúštou	соу́щоу	souštou	sъm	Vmpp-sia	Afsan	88	16	13	acl					1									
véštь	ве́щь	veštъ	vešt	Nfsnn		88	17	9	advcl														
prězrě´v'še,	прѣзрѣ́в͛ше,	prězrěvše	prezra	Vmpa-pea	Ampnn	88	18	25	advcl														
blízu	бли́зꙋ	blizu	blizo	R		88	19	20	advmod				they buried the stinking corpse somewhere nearby										
ně´gdè	нѣ́гдѐ	něgde	někъde	R	Pi---n	88	20	25	advmod	det				1									
touʺ	тоу̏	tou	tu	R		88	21	20	fixed														
troúpь	троу́пь	troupъ	trup	Nmsnn		88	22	25	obj														
w´nь	ѡ́нь	onъ	on	Pd-msn		88	23	22	det	p_nom													
zlò_smrádnyʺ	зло̀_смрáдны̏	zlosmradnii	zlosmradьnъ	Amsny		88	24	22	amod														
zarínou_še.	зари́ноу_ше.	zarinouše	zarina	Vmia3pe		88	25	0	root					1									
																							
Po+	По+	po	po	Sl		89	1	2	case				and as they all went home, they told everyone what happened										
dómox+	до́мох+	domox	dom	Nmpln		89	2	5	obl	lat													
že	же	že	že	Qd		89	3	9	cc														
jáko	ꙗ́ко	jako	jako (2)	R		89	4	5	mark														
razьšь´d'šé+	разьшь́д͛ше́+	razъšъdše	razida	Vmpp-pea		89	5	9	advcl														
s(ę)+	с(ѧ)+	sę	se	Px---a		89	6	5	expl														
v'sì,	в͛сѝ,	vsi	vse	Ampnn		89	7	6	nsubj					1									
jávě`	ꙗ́вѣ̀	javě	javě	R		89	8	9	advmod							Miklosich: javě 'dilōn, fanerōs, profanōs, manifeste'							
sь´tvóriše	сь́тво́рише	sъtvoriše	sъtvorja	Vmia3pe		89	9	0	root														
v'sě´mь	в͛сѣ́мь	vsěmъ	vse	Ampdy		89	10	9	obl	iobj													
sьlučь´šeje+	сьлꙋчь́шеѥ+	sъlučъšeje	sluča	Vmpp-sea		89	11	9	obj														
se..	се..	se	se	Px---a		89	12	10	expl					1									
																							
Gew´r'gïi+	Геѡ́р͛гїи+	georgii	Georgi	Nmsny		90	1	26	nsubj				and George, one of them, a pius and Christ-loving man									9	Recovery of the Relics
že	же	že	že	Qd		90	2	26	cc														
ně´ktò	нѣ́кто̀	někto	někъto	Pi---n		90	3	1	nsubj														
wt+	ѿ+	ot	ot	Sg		90	4	5	case														
níxь.	ни́хь.	nixъ	tě	Pp3-pa		90	5	3	nmod	abl													
moúžь	моу́жь	moužъ	mъž	Nmsny		90	6	3	appos					1									
blgogověínь	блгоговѣи́нь	blgogověinъ	blagogoveen	Amsnn		90	7	6	amod							Miklosich: blagogověinъ 'eѵlabēs, pius'							
í+	и́+	i	i	C		90	8	9	cc														
xrísto_ljúbivь	хри́сто_лю́бивь	xristoljubivъ	xristoljubiv	Amsnn		90	9	7	conj														
vь+	вь+	vъ	v	Sl		90	10	11	case				as he was in his house										
dw´_mou	дѡ́_моу	domou	dom	Nmsgn		90	11	13	obl	loc				2									
svojemь	своѥмь	svojemъ	svoi	Amsin		90	12	11	amod	poss	196v	/img/petka/000396.jpg											
syʺ.	сы̏.	sii	sъm	Vmpp-sia	Amsny	90	13	1	acl														
vъ+	въ+	vъ	v	Sl		90	14	16	case				and as it was his habit to pray in the evening hours										
véčer'nyjè	ве́чер͛ныѥ̀	večernije	večeren	Ampny		90	15	16	amod														
čásy	чáсы	časi	čas	Nmpnn		90	16	22	obl	loc				1									
jákóže	ꙗ́ко́же	jakože	jakože	R		90	17	20	mark														
w´býčaì	ѡ́бы́чаѝ	običai	običai	Nmsnn		90	18	20	obl	pred													
jemu	ѥмꙋ	jemu	toi	Pp3msd		90	19	20	nmod	poss													
běʺ	бѣ̏	bě	sъm	Vmii3si		90	20	26	advcl														
mltvou	млтвоу	mltvou	molitva	Nfsan		90	21	22	obj														
tvó_riti,	тво́_рити,	tvoriti	tvorja	Vmn---i		90	22	20	advcl					1									
ná+	нá+	na	na	Sa		90	23	24	case				he put himself to prayer										
mltvu	млтвꙋ	mltvu	molitva	Nfsan		90	24	26	obl	lat													
sébe	се́бе	sebe	se	Px---g		90	25	26	obj														
vьdástь.	вьдáсть.	vъdastъ	vъdati	Vmia3se		90	26	0	root														
																							
í+	и́+	i	i	C		91	1	6	cc				And he prayed fervently to God for all of his house										
pri_léžnyjè	при_ле́жныѥ̀	priležnije	priležen	Afpny		91	2	5	amod					1									
kъ+	къ+	kъ	k	Sd		91	3	4	case														
bu	бꙋ	bu	bog	Nmsdy		91	4	6	obl	iobj													
mól'by	мо́л͛бы	molbi	molba	Nfpnn		91	5	6	obj														
tvóràše	тво́рàше	tvoraše	tvorja	Vmii3si		91	6	0	root														
w´+	ѡ́+	o	o (2)	Sl		91	7	10	case														
vьsě´_mь	вьсѣ́_мь	vъsěmъ	vse	Amsin		91	8	10	amod					1		Lunt 2001:62 - vьsь and sicь take the basic desinences that begin with ě, otherwise the soft varian							
svojemь	своѥмь	svojemъ	svoi	Amsin		91	9	10	amod	poss													
dómou.	до́моу.	domou	dom	Nmsgn		91	10	5	nmod														
																							
Kь+	Кь+	Kъ	k	Sd		92	1	2	case				and in the morning, as he was overtaken by slumber										
oútrь´nyʺ+	оу́трь́ны̏+	outrъnii	utrin	Nfsgn		92	2	7	obl														
že	же	že	že	Qd		92	3	7	cc														
sь_nómь	сь_но́мь	sъnomъ	sъn	Nmsin		92	4	5	obl					1									
w´bьjetь	ѡ́бьѥть	obъjetъ	obema	Vmpa-se	Amsnn	92	5	7	advcl	pass													
bývь.	бы́вь.	bivъ	sъm	Vapa-sia	Amsnn	92	6	5	aux	pass													
Mněše+	Мнѣше+	mněše	mьněti	Vmii3si		92	7	0	root				it appeared to him to see a queen sitting on a shiny throne										
se	се	se	se	Px---a		92	8	7	expl														
crcu	црцꙋ	crcu	carica	Nfsay		92	9	15	obj					1									
ně´koujù	нѣ́коую̀	někouju	někoi	Afsay		92	10	9	amod	det													
na	на	na	na	Sl		92	11	14	case														
prěsvě´tlěmь	прѣсвѣ́тлѣмь	prěsvětlěmъ	presvětъl	Amsly		92	12	14	amod														
sě´deštou	сѣ́дещоу	sědeštou	sedja	Vmpp-sia	Afsan	92	13	9	acl					1									
prěstólě	прѣсто́лѣ	prěstolě	prestol	Nmsdn		92	14	13	obl	loc													
zrě´ti.	зрѣ́ти.	zrěti	zra	Vmn---i		92	15	7	advcl														
í+	и́+	i	i	C		92	16	20	cc				and a great number of shiny soldiers staying around her										
mnóžьstvo	мно́жьство	množъstvo	množestvo	Nnsnn		92	17	9	conj														
mnó_gò	мно́_го̀	mnogo	mnogo	R		92	18	17	amod					1									
svě´tlyʺxь	свѣ́тлы̏хь	světlixъ	světъl	Ampgy		92	19	20	amod														
vwínьʺ	вѡи́нь̏	voinъ	voin	Nmpgn		92	20	17	nmod														
w´krstь	ѡ́крсть	okrstъ	okrъst	Sg		92	21	22	case														
tojè	тоѥ̀	toje	tja	Pp3fsg		92	22	23	obl	loc													
sto_eštïix.	сто_ещїих.	stoeštiix	stoja	Vmpp-pia	Ampgy	92	23	20	acl					1									
																							
íx'+	и́х͛+	ix	tě	Pp3-pa		93	1	5	obj				as the Christ-loving one saw them										
že	же	že	že	Qd		93	2	13	cc														
xrísto_ljubivyʺ	хри́сто_любивы̏	xristoljubivii	xristoljubiv	Amsny		93	3	5	nsubj														
w´nь`	ѡ́нь̀	onъ	on	Pd-msn		93	4	3	det	p_adj													
ví_děvь,	ви́_дѣвь,	viděvъ	vidja	Vmpa-sia	Amsnn	93	5	8	advcl					1									
stráxomь	стрáхомь	straxomъ	strax	Nmsin		93	6	8	obl				he was instantly overtaken by fear										
ábïe	áбїе	abie	abie	R		93	7	8	advmod														
w´bьjetь	ѡ́бьѥть	obъjetъ	obema	Vmpa-se	Amsnn	93	8	13	advcl	pass													
bývь,	бы́вь,	bivъ	sъm	Vapa-sia		93	9	8	aux	pass				1									
na+	на+	na	na	Sa		93	10	11	case				and threw himself on the ground										
zémljù	зе́млю̀	zemlju	zemlja	Nfsan		93	11	13	obl	lat													
sébe	се́бе	sebe	se	Px---g		93	12	13	obj														
povrьže.	поврьже.	povrъže	povrěšti	Vmia3se		93	13	0	root														
ne+	не+	ne	ne	Qz		93	14	15	advmod				unable to dare to look at their light and beauty										
mógyʺ	мо́гы̏	mogi	moga	Vmpp-sia		93	15	22	aux														
svě´_tlostь	свѣ́_тлость	světlostъ	světlost	Nfsnn		93	16	22	obj					1									
í+	и́+	i	i	C		93	17	18	cc														
krásotou	крáсотоу	krasotou	krasota	Nfsan		93	18	16	conj														
w´něxь	ѡ́нѣхь	oněxъ	on	Pd--pg		93	19	16	nmod	poss													
sь+	сь+	sъ	s	Si		93	20	21	case														
drь´znovenïemь	дрь́зновенїемь	drъznoveniemъ	drъznovenie	Nnsin		93	21	22	obl					1									
zrě´ti.	зрѣ́ти.	zrěti	zra	Vmn---i		93	22	13	advcl														
																							
Jedín'+	Ѥди́н͛+	jedin	edin	Amsnn		94	1	10	nsubj				and one of the shiny ones raised him by (ʺcatchingʺ) his arm										
že	же	že	že	C		94	2	10	cc														
wt+	ѿ+	ot	ot	Sg		94	3	4	case														
svě´tlyxь	свѣ́тлыхь	světlixъ	světъl	Amsgy		94	4	1	nmod	abl				1									
w´ně´xь	ѡ́нѣ́хь	oněxъ	on	Pd--pg		94	5	4	det	p_adj													
jemь	ѥмь	jemъ	ęti	Vmpa-sea	Amsnn	94	6	10	advcl														
egò	его̀	ego	toi	Pp3msg		94	7	10	obj														
za+	за+	za	za	Sa		94	8	9	case														
roúku	роу́кꙋ	rouku	rъka	Nfsan		94	9	6	obl														
vьzdvíže.	вьздви́же.	vъzdviže	vъzdvigna	Vmia3se		94	10	0	root					1									
Gewrgïe	Геѡргїе	georgie	Georgi	Nmsvy		94	11	15	vocative				saying: ʺo George, why did you thus ignore the body of Reverend Petka?ʺ										
glje,	глѥ,	glje	glagolati	Vmpp-sia		94	12	10	advcl														
vьskujù	вьскꙋю̀	vъskuju	vъskǫjǫ	C		94	13	15	advmod														
táko	тáко	tako	taka	Pr		94	14	15	advmod														
prězrě´ste	прѣзрѣ́сте	prězrěste	prezra	Vmia2pe		94	15	12	advcl					1									
tě´lo	тѣ́ло	tělo	tělo	Nnsnn		94	16	15	obj														
prěpodw´bnyjè	прѣподѡ́бныѥ̀	prěpodobnije	prepodoben	Afsgy		94	17	18	amod														
pétky.	пе́ткы.	petki	Petka	Nfsgy		94	18	16	nmod	poss													
																							
nьʺ	нь̏	nъ	no	C		95	1	9	cc				ʺso remove it quickly and put it to a shiny coffinʺ										
vь	вь	vъ	v	Sl		95	2	3	case				(ʺbut, having them quickly removed, put them to a shiny coffinʺ) 	1									
skóré	ско́ре́	skore	skoro	R		95	3	5	advmod														
toʺ	то̏	to	to	Qd		95	4	5	obj														
ízьm'še,	и́зьм͛ше,	izъmše	izęti	Vmpa-sea	Ampnn	95	5	9	advcl														
vь+	вь+	vъ	v	Sl		95	6	10	case														
svě´tlěì	свѣ́тлѣѝ	světlěi	světъl	Afsdy		95	7	10	amod														
toʺ	то̏	to	to	Qd		95	8	9	obj														
po_lóžite	по_ло́жите	položite	položa	Vmm-2pe		95	9	0	root					1									
rácě.	рáцѣ.	racě	raka	Nfsdn		95	10	9	obl	loc													
																							
Vъždelě+	Въжделѣ+	vъždelě	vъždelěti	Vmia3se		96	1	0	root				ʺfor the King was enthralled by her beautyʺ										
bò	бо̀	bo	bo	C		96	2	1	cc														
crь	црь	crъ	car	Nmsny		96	3	1	nsubj														
dó_brotě	до́_бротѣ	dobrotě	dobrota	Nfsdn		96	4	1	obj					1									
jeè,	ѥѐ,	jee	tja	Pp3fsg		96	5	4	nmod	poss													
																							
í+	и́+	i	i	C		97	1	2	cc				ʺand He decided to make her famous around the worldʺ										
vьsxótě	вьсхо́тѣ	vъsxotě	vъsxotěti	Vmia3se		97	2	0	root														
touʺ	тоу̏	tou	tja	Pp3fsa		97	3	2	obj														
prosláviti	прослáвити	proslaviti	proslavja	Vmn---e		97	4	2	advcl					1									
na+	на+	na	na	Sl		97	5	6	case														
zémlì.	зе́млѝ.	zemli	zemlja	Nfsdn		97	6	4	obl	loc													
																							
Tógdà	То́гдà	Togda	togda	Pr		98	1	2	advmod				then the shiny (woman) spoke to him as well:										
glà	глà	gla	glagolati	Vmia3si		98	2	0	root														
emu	емꙋ	emu	toi	Pp3msd		98	3	2	obl	iobj													
í+	и́+	i	i	C		98	4	5	amod														
svě´tlaʺ	свѣ́тла̏	světla	světъl	Afsnn		98	5	2	nsubj					1									
w´nà.	ѡ́нà.	ona	on	Pd-fsn		98	6	5	det	p_adj													
																							
vъ+	въ+	vъ	v	Sl		99	1	2	case				ʺquickly take my rests and put them to a worthy placeʺ										
skórě	ско́рѣ	skorě	skoro	R		99	2	3	advmod														
ízьm'še	и́зьм͛ше	izъmše	izęti	Vmpa-sea	Ampnn	99	3	8	advcl														
móšti	мо́щи	mošti	mošti	Nfpny		99	4	3	obj														
mojè,	моѥ̀,	moje	moi	Afpny		99	5	4	amod	poss				2									
vъ+	въ+	vъ	v	Sl		99	6	9	case		197r	/img/petka/000397.jpg											
narw´čitě	нарѡ́читѣ	naročitě	naročit	Ansln		99	7	9	amod														
polóžite	поло́жите	položite	položa	Vmm-2pe		99	8	0	root														
mě´stě.	мѣ́стѣ.	městě	město	Nnsln		99	9	8	obl	loc													
																							
ne	не	ne	ne	Qz		100	1	2	advmod				ʺbecause I cannot stand the stench of that corpse anymoreʺ	1									
mógu+	мо́гꙋ+	mogu	moga	Vaip1si		100	2	9	aux														
bò	бо̀	bo	bo	C		100	3	9	cc														
na+	на+	na	na	Sl		100	4	5	case														
mnózě	мно́зѣ	mnozě	mnogo	R		100	5	2	advmod														
zlò_smrádïe	зло̀_смрáдїе	zlosmradie	zlosmradie	Nnsnn		100	6	9	obj														
tě´lese	тѣ́лесе	tělese	tělo	Nnsgn		100	7	6	nmod					1									
w´nógò	ѡ́но́го̀	onogo	on	Pd-nsg		100	8	7	det	p_nom													
trь´pěti.	трь́пѣти.	trъpěti	tъrpja	Vmn---i		100	9	0	root														
																							
íbw	и́бѡ	ibo	ibo	C		101	1	4	cc				ʺand for I am a human, who came out of mother's womb, tooʺ										
i+	и+	i	i	C		101	2	3	amod														
ázь	áзь	azъ	az	Pp1-sn		101	3	4	nsubj														
člkь	члкь	člkъ	človek	Nmsny		101	4	0	root														
jesь´_mь,	ѥсь́_мь,	jesъmъ	sъm	Vmip1si		101	5	4	cop					1									
íz'+	и́з͛+	iz	iz	Sg		101	6	8	case														
mtér'nyʺxь	мте́р͛ны̏хь	mternixъ	materen	Afpgy		101	7	8	amod														
lóžesnь	ло́жеснь	ložesnъ	ložesna	Nnpgn		101	8	9	obl	abl						Cejtlin et al. 310: ložesna 'lůno (mateřské)'							
prošь´dь.	прошь́дь.	prošъdъ	proida	Vmpa-sea	Amsnn	101	9	4	acl					1									
																							
wtčь´stvo+	ѿчь́ство+	otčъstvo	otečestvo	Nnsnn		102	1	4	nsubj				ʺand this is my homeland, which is called Epibatesʺ										
že	же	že	že	Qd		102	2	4	cc														
mojè	моѥ̀	moje	moi	Ansny		102	3	1	amod	poss													
seʺ	се̏	se	sii	Pd-nsn		102	4	0	root														
épïvate	е́пївате	epivate	Epivat	Nmsvn		102	5	6	obl	pred													
zóvomojè,	зо́вомоѥ̀,	zovomoje	zova	Vmpp-si	Ansny	102	6	4	acl	pass				1									
íděže	и́дѣже	iděže	ideže	Pr		102	7	10	mark				ʺand where you are dwelling nowʺ										
vyʺ	вы̏	vi	vy	Pp2-pn		102	8	10	nsubj														
nnja	ннꙗ	nnja	nyně	R		102	9	10	advmod														
žítelьstvoujete..	жи́тельствоуѥте..	žitelъstvoujete	žitelьstvovati	Vmip2pi		102	10	6	conj					1									
																							
Vъ+	Въ+	vъ	v	Sl		103	1	2	case				in that night another pious woman, her name was Euphemia										
nóšti+	но́щи+	nošti	nošt	Nfsdn		103	2	17	obl	loc													
že	же	že	že	Qd		103	3	17	cc														
toì,	тоѝ,	toi	tъ	Pd-fsd		103	4	2	det														
í+	и́+	i	i	C		103	5	6	amod														
ně´kaà	нѣ́каà	někaa	někoi	Afsny		103	6	17	nsubj														
wt+	ѿ+	ot	ot	Sg		103	7	9	case														
blgogóvě_inyʺxь	блгого́вѣ_ины̏хь	blgogověinixъ	blagogoveen	Afpgy		103	8	9	amod					1									
žénьʺ,	же́нь̏,	ženъ	žena	Nfpgy		103	9	6	nmod	abl													
eϋfímïa	еѷфи́мїа	evfimia	Evfimija	Nfsny		103	10	6	acl														
toì	тоѝ	toi	tja	Pp3fsd		103	11	10	nmod	iobj													
prozvá_nïe.	прозвá_нїе.	prozvanie	prozvanie	Nnsnn		103	12	10	nsubj					1									
